Date,Dividends,Stock Splits
2011-05-19 00:00:00-04:00,0.22,0.0
2011-08-18 00:00:00-04:00,0.24,0.0
2011-11-22 00:00:00-05:00,0.2,0.0
2012-02-21 00:00:00-05:00,0.46,0.0
2012-05-17 00:00:00-04:00,0.25,0.0
2012-08-23 00:00:00-04:00,0.24,0.0
2012-11-20 00:00:00-05:00,0.4,0.0
2013-02-15 00:00:00-05:00,1.05,0.0
2013-05-14 00:00:00-04:00,0.57,0.0
2013-08-22 00:00:00-04:00,1.32,0.0
2013-11-20 00:00:00-05:00,1.01,0.0
2014-02-14 00:00:00-05:00,1.08,0.0
2014-05-16 00:00:00-04:00,0.84,0.0
2014-08-20 00:00:00-04:00,0.46,0.0
2014-11-12 00:00:00-05:00,0.73,0.0
2015-02-12 00:00:00-05:00,0.86,0.0
2015-05-18 00:00:00-04:00,0.33,0.0
2015-08-14 00:00:00-04:00,0.42,0.0
2015-11-18 00:00:00-05:00,0.35,0.0
2016-02-17 00:00:00-05:00,0.28,0.0
2016-05-18 00:00:00-04:00,0.25,0.0
2016-08-18 00:00:00-04:00,0.37,0.0
2016-11-17 00:00:00-05:00,0.35,0.0
2017-02-16 00:00:00-05:00,0.45,0.0
2017-05-17 00:00:00-04:00,0.49,0.0
2017-08-18 00:00:00-04:00,0.52,0.0
2017-11-20 00:00:00-05:00,0.39,0.0
2018-02-20 00:00:00-05:00,0.66,0.0
2018-05-17 00:00:00-04:00,0.38,0.0
2018-08-16 00:00:00-04:00,0.43,0.0
2018-11-19 00:00:00-05:00,0.46,0.0
2019-02-20 00:00:00-05:00,0.56,0.0
2019-05-20 00:00:00-04:00,0.46,0.0
2019-08-15 00:00:00-04:00,0.5,0.0
2019-11-19 00:00:00-05:00,0.5,0.0
2020-02-10 00:00:00-05:00,0.89,0.0
2020-05-15 00:00:00-04:00,0.42,0.0
2020-08-17 00:00:00-04:00,0.49,0.0
2020-11-19 00:00:00-05:00,0.51,0.0
2021-02-18 00:00:00-05:00,0.6,0.0
2021-05-19 00:00:00-04:00,0.5,0.0
2021-08-18 00:00:00-04:00,0.5,0.0
2021-11-18 00:00:00-05:00,0.5,0.0
2022-02-17 00:00:00-05:00,0.4,0.0
2022-05-17 00:00:00-04:00,0.4,0.0
2022-08-17 00:00:00-04:00,0.4,0.0
2022-11-16 00:00:00-05:00,0.4,0.0
2023-02-17 00:00:00-05:00,0.4,0.0
2023-05-19 00:00:00-04:00,0.43,0.0
2023-08-17 00:00:00-04:00,0.43,0.0
2023-11-16 00:00:00-05:00,0.43,0.0
2024-02-16 00:00:00-05:00,0.43,0.0
2024-05-16 00:00:00-04:00,0.463,0.0
2024-08-16 00:00:00-04:00,0.463,0.0
2024-11-18 00:00:00-05:00,0.463,0.0
2025-02-18 00:00:00-05:00,0.463,0.0
2025-05-16 00:00:00-04:00,0.51,0.0
2025-08-18 00:00:00-04:00,0.51,0.0
2025-11-17 00:00:00-05:00,0.51,0.0
2026-02-19 00:00:00-05:00,0.51,0.0
