,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,5008434000.0,4912209000.0,5373058000.0,4126430000.0,
Repurchase Of Capital Stock,,,,0.0,0.0
Repayment Of Debt,-905778000.0,-1649558000.0,-839279000.0,-1381005000.0,
Issuance Of Debt,3460904000.0,4505830000.0,5755096000.0,4410653000.0,
Issuance Of Capital Stock,,,0.0,0.0,743000.0
End Cash Position,1145647000.0,1318591000.0,530388000.0,278483000.0,
Beginning Cash Position,1318591000.0,530388000.0,278483000.0,556117000.0,
Effect Of Exchange Rate Changes,12688000.0,-24992000.0,-22038000.0,-20796000.0,
Changes In Cash,-185632000.0,813195000.0,273943000.0,-256838000.0,
Financing Cash Flow,-1563619000.0,-999957000.0,1320282000.0,115789000.0,
Cash Flow From Continuing Financing Activities,-1563619000.0,-999957000.0,1320282000.0,115789000.0,
Net Other Financing Charges,-354000000.0,-285749000.0,-366946000.0,-419136000.0,
Cash Dividends Paid,-3764745000.0,-3570480000.0,-3228589000.0,-2494723000.0,
Net Preferred Stock Issuance,,,,0.0,0.0
Preferred Stock Payments,,,,0.0,0.0
Net Common Stock Issuance,,,0.0,0.0,743000.0
Common Stock Payments,,,,0.0,0.0
Common Stock Issuance,,,0.0,0.0,743000.0
Net Issuance Payments Of Debt,2555126000.0,2856272000.0,4915817000.0,3029648000.0,
Net Short Term Debt Issuance,,,,,323336000.0
Net Long Term Debt Issuance,2555126000.0,2856272000.0,4915817000.0,3029648000.0,
Long Term Debt Payments,-905778000.0,-1649558000.0,-839279000.0,-1381005000.0,
Long Term Debt Issuance,3460904000.0,4505830000.0,5755096000.0,4410653000.0,
Investing Cash Flow,-3630447000.0,-3099057000.0,-6419397000.0,-4499057000.0,
Cash Flow From Continuing Investing Activities,-3630447000.0,-3099057000.0,-6419397000.0,-4499057000.0,
Net Other Investing Changes,,,37000000.0,,
Net Investment Purchase And Sale,-197511000.0,13019000.0,34883000.0,55823000.0,
Sale Of Investment,4852000.0,16021000.0,37113000.0,59281000.0,
Purchase Of Investment,-202363000.0,-3002000.0,-2230000.0,-3458000.0,
Net Investment Properties Purchase And Sale,-3225153000.0,-2629856000.0,-6555371000.0,-4189508000.0,
Sale Of Investment Properties,2246186000.0,3790388000.0,1764322000.0,2063623000.0,
Purchase Of Investment Properties,-5471339000.0,-6420244000.0,-8319693000.0,-6253131000.0,
Net Business Purchase And Sale,-207783000.0,-482220000.0,64091000.0,-365372000.0,
Sale Of Business,104431000.0,58339000.0,348276000.0,76994000.0,
Purchase Of Business,-312214000.0,-540559000.0,-284185000.0,-442366000.0,
Operating Cash Flow,5008434000.0,4912209000.0,5373058000.0,4126430000.0,
Cash Flow From Continuing Operating Activities,5008434000.0,4912209000.0,5373058000.0,4126430000.0,
Dividend Received Cfo,644936000.0,562475000.0,680192000.0,410483000.0,
Change In Working Capital,-195222000.0,-126534000.0,70074000.0,-26224000.0,
Change In Other Current Assets,-422101000.0,-341614000.0,-102610000.0,-71307000.0,
Change In Payables And Accrued Expense,225607000.0,194548000.0,255059000.0,109030000.0,
Change In Payable,225607000.0,194548000.0,255059000.0,109030000.0,
Change In Account Payable,225607000.0,194548000.0,255059000.0,109030000.0,
Change In Receivables,1272000.0,20532000.0,-82375000.0,-63947000.0,
Changes In Account Receivables,1272000.0,20532000.0,-82375000.0,-63947000.0,
Other Non Cash Items,-605443000.0,-565721000.0,-538416000.0,-243973000.0,
Stock Based Compensation,185466000.0,231747000.0,267648000.0,175356000.0,
Deferred Tax,4309000.0,21161000.0,17708000.0,12638000.0,
Deferred Income Tax,4309000.0,21161000.0,17708000.0,12638000.0,
Depreciation Amortization Depletion,2626028000.0,2580519000.0,2484891000.0,1812777000.0,
Depreciation And Amortization,2626028000.0,2580519000.0,2484891000.0,1812777000.0,
Operating Gains Losses,-1216939000.0,-1739373000.0,-862184000.0,-1570025000.0,
Earnings Losses From Equity Investments,-402531000.0,-353623000.0,-307227000.0,-310872000.0,
Gain Loss On Investment Securities,-943562000.0,-1317879000.0,-623309000.0,-1187136000.0,
Net Foreign Currency Exchange Gain Loss,125656000.0,-67335000.0,71627000.0,-92201000.0,
Net Income From Continuing Operations,3565299000.0,3947935000.0,3253145000.0,3555398000.0,
