,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,1158236000.0,1447728000.0,1241717000.0,1160753000.0,1335451000.0,
Repayment Of Debt,-696710000.0,-136671000.0,-1192000.0,-71205000.0,-731998000.0,
Issuance Of Debt,505492000.0,914332000.0,1221637000.0,819443000.0,222062000.0,
End Cash Position,1145647000.0,1186022000.0,1066081000.0,671117000.0,1318591000.0,
Beginning Cash Position,1186022000.0,1066081000.0,671117000.0,1318591000.0,780871000.0,
Effect Of Exchange Rate Changes,-5454000.0,-5971000.0,6269000.0,17844000.0,-26078000.0,
Changes In Cash,-34921000.0,125912000.0,388695000.0,-665318000.0,563798000.0,
Financing Cash Flow,-1218282000.0,-251725000.0,181948000.0,-275560000.0,-1091609000.0,
Cash Flow From Continuing Financing Activities,-1218282000.0,-251725000.0,181948000.0,-275560000.0,-1091609000.0,
Net Other Financing Charges,-113028000.0,-60185000.0,-96909000.0,-83878000.0,-22834000.0,
Cash Dividends Paid,-941973000.0,-941264000.0,-941588000.0,-939920000.0,-893003000.0,
Net Issuance Payments Of Debt,-163281000.0,749724000.0,1220445000.0,748238000.0,-175772000.0,
Net Short Term Debt Issuance,,,,,,138017000.0
Net Long Term Debt Issuance,-191218000.0,777661000.0,1220445000.0,748238000.0,-509936000.0,
Long Term Debt Payments,-696710000.0,-136671000.0,-1192000.0,-71205000.0,-731998000.0,
Long Term Debt Issuance,505492000.0,914332000.0,1221637000.0,819443000.0,222062000.0,
Investing Cash Flow,25125000.0,-1070091000.0,-1034970000.0,-1550511000.0,319956000.0,
Cash Flow From Continuing Investing Activities,25125000.0,-1070091000.0,-1034970000.0,-1550511000.0,319956000.0,
Net Investment Purchase And Sale,-6740000.0,-185903000.0,-9720000.0,4852000.0,1572000.0,
Sale Of Investment,0.0,0.0,0.0,4852000.0,3224000.0,
Purchase Of Investment,-6740000.0,-185903000.0,,,-1652000.0,0.0
Net Investment Properties Purchase And Sale,265147000.0,-883257000.0,-1050718000.0,-1556325000.0,374774000.0,
Sale Of Investment Properties,1905242000.0,84549000.0,99382000.0,157013000.0,2001464000.0,
Purchase Of Investment Properties,-1640095000.0,-967806000.0,-1150100000.0,-1713338000.0,-1626690000.0,
Net Business Purchase And Sale,-233282000.0,-931000.0,25468000.0,962000.0,-56390000.0,
Sale Of Business,28275000.0,17126000.0,30716000.0,28314000.0,4272000.0,
Purchase Of Business,-261557000.0,-18057000.0,-5248000.0,-27352000.0,-60662000.0,
Operating Cash Flow,1158236000.0,1447728000.0,1241717000.0,1160753000.0,1335451000.0,
Cash Flow From Continuing Operating Activities,1158236000.0,1447728000.0,1241717000.0,1160753000.0,1335451000.0,
Dividend Received Cfo,190254000.0,162366000.0,153369000.0,138947000.0,145179000.0,
Change In Working Capital,-160422000.0,96224000.0,-37619000.0,-93405000.0,-11201000.0,
Change In Other Current Assets,-294579000.0,-87258000.0,-63246000.0,22982000.0,-131713000.0,
Change In Payables And Accrued Expense,141051000.0,180102000.0,37479000.0,-133025000.0,137749000.0,
Change In Payable,141051000.0,180102000.0,37479000.0,-133025000.0,137749000.0,
Change In Account Payable,141051000.0,180102000.0,37479000.0,-133025000.0,137749000.0,
Change In Receivables,-6894000.0,3380000.0,-11852000.0,16638000.0,-17237000.0,
Changes In Account Receivables,-6894000.0,3380000.0,-11852000.0,16638000.0,-17237000.0,
Other Non Cash Items,-139202000.0,-140836000.0,-165879000.0,-159526000.0,-153878000.0,
Stock Based Compensation,43812000.0,44509000.0,43984000.0,53161000.0,67445000.0,
Deferred Tax,7257000.0,-5312000.0,-4318000.0,6682000.0,18960000.0,
Deferred Income Tax,7257000.0,-5312000.0,-4318000.0,6682000.0,18960000.0,
Depreciation Amortization Depletion,668750000.0,647999000.0,657221000.0,652058000.0,656444000.0,
Depreciation And Amortization,668750000.0,647999000.0,657221000.0,652058000.0,656444000.0,
Operating Gains Losses,-934428000.0,-178482000.0,-27345000.0,-76684000.0,-729674000.0,
Earnings Losses From Equity Investments,-134113000.0,-92827000.0,-107692000.0,-67899000.0,-94065000.0,
Gain Loss On Investment Securities,-774121000.0,-47670000.0,-57521000.0,-64250000.0,-507086000.0,
Net Foreign Currency Exchange Gain Loss,-29692000.0,-37985000.0,137868000.0,55465000.0,-128523000.0,
Net Income From Continuing Operations,1482215000.0,821260000.0,622304000.0,639520000.0,1342176000.0,
