,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1002111000.0,725779000.0,476868000.0,666094000.0,
Repurchase Of Capital Stock,,,,,-96000.0
Repayment Of Debt,-1786529000.0,-1628419000.0,-1985542000.0,-602570000.0,
Issuance Of Debt,1130497000.0,1913431000.0,2527482000.0,957781000.0,
Issuance Of Capital Stock,2343687000.0,1964867000.0,108455000.0,0.0,
Capital Expenditure,-644615000.0,-603846000.0,-643005000.0,-454069000.0,
Interest Paid Supplemental Data,579693000.0,575741000.0,548108000.0,467556000.0,
End Cash Position,786137000.0,957233000.0,563462000.0,170745000.0,
Beginning Cash Position,957233000.0,563462000.0,170745000.0,196597000.0,
Effect Of Exchange Rate Changes,2839000.0,-3985000.0,1257000.0,-2869000.0,
Changes In Cash,-173935000.0,397756000.0,391460000.0,-22983000.0,
Financing Cash Flow,873757000.0,1445220000.0,-543749000.0,-283928000.0,
Cash Flow From Continuing Financing Activities,873757000.0,1445220000.0,-543749000.0,-283928000.0,
Net Other Financing Charges,-64701000.0,-90385000.0,-69967000.0,-49925000.0,
Proceeds From Stock Option Exercised,110863000.0,26052000.0,1736000.0,8691000.0,
Cash Dividends Paid,-860060000.0,-740326000.0,-723559000.0,-720319000.0,
Common Stock Dividend Paid,-860060000.0,-740326000.0,-723559000.0,-720319000.0,
Net Common Stock Issuance,2343687000.0,1964867000.0,108455000.0,0.0,
Common Stock Payments,,,,,-96000.0
Common Stock Issuance,2343687000.0,1964867000.0,108455000.0,0.0,
Net Issuance Payments Of Debt,-656032000.0,285012000.0,139586000.0,477625000.0,
Net Short Term Debt Issuance,0.0,0.0,-402354000.0,122414000.0,
Short Term Debt Payments,,,,-27179000.0,-125399000.0
Short Term Debt Issuance,,,,122414000.0,279929000.0
Net Long Term Debt Issuance,-656032000.0,285012000.0,541940000.0,355211000.0,
Long Term Debt Payments,-1786529000.0,-1628419000.0,-1985542000.0,-602570000.0,
Long Term Debt Issuance,1130497000.0,1913431000.0,2527482000.0,957781000.0,
Investing Cash Flow,-2694418000.0,-2377089000.0,-184664000.0,-859218000.0,
Cash Flow From Continuing Investing Activities,-2694418000.0,-2377089000.0,-184664000.0,-859218000.0,
Net Other Investing Changes,52890000.0,-114951000.0,59456000.0,-16106000.0,
Dividends Received Cfi,33700000.0,8368000.0,74670000.0,28311000.0,
Net Investment Properties Purchase And Sale,-2080608000.0,-1596863000.0,404683000.0,-333702000.0,
Sale Of Investment Properties,213161000.0,329094000.0,411149000.0,112926000.0,
Purchase Of Investment Properties,-2293769000.0,-1925957000.0,-6466000.0,-446628000.0,
Net Business Purchase And Sale,-55785000.0,-69797000.0,-80468000.0,-83652000.0,
Sale Of Business,0.0,0.0,50054000.0,0.0,
Purchase Of Business,-55785000.0,-69797000.0,-130522000.0,-83652000.0,
Capital Expenditure Reported,-644615000.0,-603846000.0,-643005000.0,-454069000.0,
Operating Cash Flow,1646726000.0,1329625000.0,1119873000.0,1120163000.0,
Cash Flow From Continuing Operating Activities,1646726000.0,1329625000.0,1119873000.0,1120163000.0,
Dividend Received Cfo,29041000.0,18298000.0,16123000.0,19847000.0,
Change In Working Capital,49430000.0,43811000.0,-53598000.0,-40785000.0,
Change In Other Current Assets,-30683000.0,-117363000.0,-48445000.0,-52897000.0,
Change In Payables And Accrued Expense,80113000.0,161174000.0,-5153000.0,12112000.0,
Change In Accrued Expense,-922000.0,27205000.0,1252000.0,4915000.0,
Change In Interest Payable,-922000.0,27205000.0,1252000.0,4915000.0,
Change In Payable,81035000.0,133969000.0,-6405000.0,7197000.0,
Change In Account Payable,81035000.0,133969000.0,-6405000.0,7197000.0,
Other Non Cash Items,-76439000.0,-33574000.0,-111704000.0,-22148000.0,
Stock Based Compensation,38733000.0,30991000.0,30987000.0,30715000.0,
Provisionand Write Offof Assets,0.0,-166000.0,-20270000.0,19757000.0,
Deferred Tax,-24150000.0,-43487000.0,-15269000.0,-21348000.0,
Deferred Income Tax,-24150000.0,-43487000.0,-15269000.0,-21348000.0,
Depreciation Amortization Depletion,1411468000.0,1283286000.0,1414877000.0,1210755000.0,
Depreciation And Amortization,1411468000.0,1283286000.0,1414877000.0,1210755000.0,
Amortization Cash Flow,32328000.0,30143000.0,22416000.0,12957000.0,
Amortization Of Intangibles,32328000.0,30143000.0,22416000.0,12957000.0,
Depreciation,1379140000.0,1253143000.0,1392461000.0,1197798000.0,
Operating Gains Losses,-42875000.0,-57885000.0,-110976000.0,-35699000.0,
Earnings Losses From Equity Investments,-4468000.0,-1563000.0,-13626000.0,-28500000.0,
Gain Loss On Investment Securities,-38579000.0,-57009000.0,-91246000.0,-7780000.0,
Net Income From Continuing Operations,261518000.0,88351000.0,-30297000.0,-40931000.0,
