,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,159018000.0,182846000.0,168046000.0,140111000.0,183975000.0,
Repurchase Of Capital Stock,-198282000.0,-3651000.0,-251000.0,-14671000.0,-72000.0,
Repayment Of Debt,0.0,0.0,0.0,-408000000.0,-135000000.0,
Issuance Of Debt,114430000.0,-59989000.0,59989000.0,503215000.0,85000000.0,
Capital Expenditure,-5726000.0,-8503000.0,-7076000.0,-6781000.0,-4183000.0,
Interest Paid Supplemental Data,651000.0,14315000.0,1104000.0,4107000.0,6872000.0,
Income Tax Paid Supplemental Data,52070000.0,25813000.0,79164000.0,5853000.0,11831000.0,
End Cash Position,100004000.0,127357000.0,123035000.0,201177000.0,89630000.0,
Beginning Cash Position,127357000.0,123035000.0,201177000.0,89630000.0,95282000.0,
Effect Of Exchange Rate Changes,221000.0,-728000.0,1218000.0,1834000.0,-5936000.0,
Changes In Cash,-27574000.0,5050000.0,-79360000.0,109713000.0,284000.0,
Financing Cash Flow,-168434000.0,-146575000.0,-23958000.0,-4612000.0,-135202000.0,
Cash Flow From Continuing Financing Activities,-168434000.0,-146575000.0,-23958000.0,-4612000.0,-135202000.0,
Net Other Financing Charges,3869000.0,-2858000.0,-4233000.0,-5246000.0,-5105000.0,
Cash Dividends Paid,-88451000.0,-80077000.0,-79463000.0,-79910000.0,-80025000.0,
Common Stock Dividend Paid,-88451000.0,-80077000.0,-79463000.0,-79910000.0,-80025000.0,
Net Common Stock Issuance,-198282000.0,-3651000.0,-251000.0,-14671000.0,-72000.0,
Common Stock Payments,-198282000.0,-3651000.0,-251000.0,-14671000.0,-72000.0,
Net Issuance Payments Of Debt,114430000.0,-59989000.0,59989000.0,95215000.0,-50000000.0,
Net Short Term Debt Issuance,114430000.0,-59989000.0,59989000.0,-397000000.0,-50000000.0,
Short Term Debt Payments,0.0,0.0,0.0,-408000000.0,-135000000.0,
Short Term Debt Issuance,114430000.0,-59989000.0,59989000.0,11000000.0,85000000.0,
Net Long Term Debt Issuance,0.0,0.0,0.0,492215000.0,0.0,
Long Term Debt Payments,,,,,0.0,0.0
Long Term Debt Issuance,0.0,0.0,0.0,492215000.0,,
Investing Cash Flow,-23884000.0,-39724000.0,-230524000.0,-32567000.0,-52672000.0,
Cash Flow From Continuing Investing Activities,-23884000.0,-39724000.0,-230524000.0,-32567000.0,-52672000.0,
Net Other Investing Changes,3052000.0,3509000.0,2939000.0,1405000.0,3453000.0,
Net Business Purchase And Sale,-21210000.0,-34730000.0,-226387000.0,-27191000.0,-51942000.0,
Purchase Of Business,-21210000.0,-34730000.0,-226387000.0,-27191000.0,-51942000.0,
Capital Expenditure Reported,-5726000.0,-8503000.0,-7076000.0,-6781000.0,-4183000.0,
Operating Cash Flow,164744000.0,191349000.0,175122000.0,146892000.0,188158000.0,
Cash Flow From Continuing Operating Activities,164744000.0,191349000.0,175122000.0,146892000.0,188158000.0,
Change In Working Capital,-5480000.0,-27322000.0,-12972000.0,-19230000.0,46076000.0,
Change In Other Working Capital,-5083000.0,12558000.0,-16960000.0,18520000.0,-13356000.0,
Change In Other Current Assets,13712000.0,-614000.0,-14993000.0,-3069000.0,7589000.0,
Change In Payables And Accrued Expense,-34512000.0,-18940000.0,69259000.0,-25292000.0,35040000.0,
Change In Inventory,678000.0,-315000.0,-969000.0,-1117000.0,-666000.0,
Change In Receivables,19725000.0,-20011000.0,-49309000.0,-8272000.0,17469000.0,
Changes In Account Receivables,23400000.0,-15153000.0,-36888000.0,-7766000.0,20534000.0,
Other Non Cash Items,-613000.0,1078000.0,-1581000.0,358000.0,,
Stock Based Compensation,9843000.0,10055000.0,11010000.0,8799000.0,7222000.0,
Provisionand Write Offof Assets,11149000.0,8283000.0,5731000.0,10730000.0,9111000.0,
Deferred Tax,2835000.0,3847000.0,0.0,12470000.0,-10336000.0,
Deferred Income Tax,2835000.0,3847000.0,0.0,12470000.0,-10336000.0,
Depreciation Amortization Depletion,31567000.0,32231000.0,31737000.0,29209000.0,30535000.0,
Depreciation And Amortization,31567000.0,32231000.0,31737000.0,29209000.0,30535000.0,
Operating Gains Losses,-998000.0,-350000.0,-292000.0,-692000.0,-125000.0,
Net Income From Continuing Operations,116441000.0,163527000.0,141489000.0,105248000.0,105675000.0,
