,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,395900000.0,298500000.0,133400000.0,260300000.0,316700000.0,
Repurchase Of Capital Stock,-153000000.0,-149900000.0,-150000000.0,-200100000.0,-146000000.0,
Repayment Of Debt,-1588900000.0,-308300000.0,-914100000.0,-386600000.0,-477800000.0,
Issuance Of Debt,1799000000.0,308300000.0,689000000.0,400600000.0,294200000.0,
Capital Expenditure,-37900000.0,-29800000.0,-22500000.0,-26900000.0,-28600000.0,
Interest Paid Supplemental Data,61200000.0,52700000.0,66500000.0,53900000.0,70600000.0,
Income Tax Paid Supplemental Data,130400000.0,32300000.0,144400000.0,18900000.0,119500000.0,
End Cash Position,618900000.0,453100000.0,481200000.0,475600000.0,507700000.0,
Beginning Cash Position,453100000.0,481200000.0,475600000.0,507700000.0,946700000.0,
Effect Of Exchange Rate Changes,2300000.0,-7000000.0,18300000.0,6700000.0,-14400000.0,
Changes In Cash,163500000.0,-21100000.0,-12700000.0,-38800000.0,-424600000.0,
Financing Cash Flow,-215800000.0,-319500000.0,-355100000.0,-294100000.0,-416200000.0,
Cash Flow From Continuing Financing Activities,-215800000.0,-319500000.0,-355100000.0,-294100000.0,-416200000.0,
Net Other Financing Charges,-193700000.0,-89600000.0,83000000.0,-31100000.0,-8900000.0,
Proceeds From Stock Option Exercised,2500000.0,1800000.0,19300000.0,5900000.0,5400000.0,
Cash Dividends Paid,-81700000.0,-81800000.0,-82300000.0,-82800000.0,-83100000.0,
Common Stock Dividend Paid,-81700000.0,-81800000.0,-82300000.0,-82800000.0,-83100000.0,
Net Common Stock Issuance,-153000000.0,-149900000.0,-150000000.0,-200100000.0,-146000000.0,
Common Stock Payments,-153000000.0,-149900000.0,-150000000.0,-200100000.0,-146000000.0,
Net Issuance Payments Of Debt,210100000.0,0.0,-225100000.0,14000000.0,-183600000.0,
Net Long Term Debt Issuance,-2394300000.0,0.0,-225100000.0,14000000.0,-477800000.0,
Long Term Debt Payments,-1588900000.0,-308300000.0,-914100000.0,-386600000.0,-477800000.0,
Long Term Debt Issuance,-805400000.0,308300000.0,689000000.0,400600000.0,0.0,
Investing Cash Flow,-54500000.0,-29900000.0,186500000.0,-31900000.0,-353700000.0,
Cash Flow From Continuing Investing Activities,-54500000.0,-29900000.0,186500000.0,-31900000.0,-353700000.0,
Net Other Investing Changes,-100000.0,-100000.0,,,-1400000.0,
Net Investment Purchase And Sale,0.0,0.0,,,0.0,-211100000.0
Sale Of Investment,,0.0,,,,
Purchase Of Investment,,,,,0.0,
Net Business Purchase And Sale,-16500000.0,0.0,0.0,-5000000.0,-323700000.0,
Purchase Of Business,-16500000.0,0.0,0.0,-5000000.0,-323700000.0,
Capital Expenditure Reported,-37900000.0,-29800000.0,-22500000.0,-26900000.0,-28600000.0,
Operating Cash Flow,433800000.0,328300000.0,155900000.0,287200000.0,345300000.0,
Cash Flow From Continuing Operating Activities,433800000.0,328300000.0,155900000.0,287200000.0,345300000.0,
Change In Working Capital,44700000.0,-101400000.0,-204000000.0,-25600000.0,-31100000.0,
Change In Other Current Liabilities,150400000.0,56100000.0,76500000.0,123700000.0,270900000.0,
Change In Other Current Assets,-55200000.0,-117800000.0,-132900000.0,-84200000.0,-291400000.0,
Change In Payables And Accrued Expense,541600000.0,-110900000.0,153200000.0,231500000.0,156300000.0,
Change In Payable,541600000.0,-110900000.0,153200000.0,231500000.0,156300000.0,
Change In Account Payable,541600000.0,-110900000.0,153200000.0,231500000.0,156300000.0,
Change In Inventory,-58600000.0,254100000.0,-35200000.0,-112100000.0,71600000.0,
Change In Receivables,-533500000.0,-182900000.0,-265600000.0,-184500000.0,-238500000.0,
Changes In Account Receivables,-533500000.0,-182900000.0,-265600000.0,-184500000.0,-238500000.0,
Other Non Cash Items,7800000.0,1000000.0,100000.0,-1700000.0,800000.0,
Stock Based Compensation,12500000.0,27100000.0,23500000.0,20500000.0,13900000.0,
Provisionand Write Offof Assets,10700000.0,10600000.0,7600000.0,8300000.0,15100000.0,
Deferred Tax,4500000.0,26700000.0,-15800000.0,-14100000.0,12900000.0,
Deferred Income Tax,4500000.0,26700000.0,-15800000.0,-14100000.0,12900000.0,
Depreciation Amortization Depletion,74100000.0,73300000.0,73300000.0,74900000.0,69500000.0,
Depreciation And Amortization,74100000.0,73300000.0,73300000.0,74900000.0,69500000.0,
Net Income From Continuing Operations,279500000.0,291000000.0,271200000.0,224900000.0,264200000.0,
