,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1236000000.0,1997000000.0,580000000.0,-2229000000.0,
Repurchase Of Capital Stock,-1159000000.0,0.0,0.0,,0.0
Repayment Of Debt,-3536000000.0,-11943000000.0,-9646000000.0,-7778000000.0,
Issuance Of Debt,4671000000.0,10318000000.0,7641000000.0,9787000000.0,
Issuance Of Capital Stock,,,0.0,0.0,1622000000.0
Capital Expenditure,-5229000000.0,-3268000000.0,-3897000000.0,-2710000000.0,
Interest Paid Supplemental Data,864000000.0,1210000000.0,1442000000.0,960000000.0,
End Cash Position,825000000.0,388000000.0,497000000.0,1935000000.0,
Beginning Cash Position,388000000.0,497000000.0,1935000000.0,2702000000.0,
Effect Of Exchange Rate Changes,2000000.0,-6000000.0,1000000.0,-2000000.0,
Changes In Cash,435000000.0,-103000000.0,-1439000000.0,-765000000.0,
Financing Cash Flow,-1018000000.0,-1922000000.0,-1993000000.0,1741000000.0,
Cash Flow From Continuing Financing Activities,-1018000000.0,-1922000000.0,-1993000000.0,1741000000.0,
Net Other Financing Charges,-170000000.0,-190000000.0,12000000.0,-268000000.0,
Cash Dividends Paid,-824000000.0,-107000000.0,0.0,0.0,
Common Stock Dividend Paid,-824000000.0,-107000000.0,0.0,0.0,
Net Common Stock Issuance,-1159000000.0,0.0,0.0,0.0,
Common Stock Payments,-1159000000.0,0.0,0.0,,0.0
Common Stock Issuance,,,0.0,0.0,1622000000.0
Net Issuance Payments Of Debt,1135000000.0,-1625000000.0,-2005000000.0,2009000000.0,
Net Short Term Debt Issuance,,,0.0,0.0,-415000000.0
Short Term Debt Payments,,,0.0,0.0,-415000000.0
Short Term Debt Issuance,,,,0.0,0.0
Net Long Term Debt Issuance,1135000000.0,-1625000000.0,-2005000000.0,2009000000.0,
Long Term Debt Payments,-3536000000.0,-11943000000.0,-9646000000.0,-7778000000.0,
Long Term Debt Issuance,4671000000.0,10318000000.0,7641000000.0,9787000000.0,
Investing Cash Flow,-5012000000.0,-3446000000.0,-3923000000.0,-2987000000.0,
Cash Flow From Continuing Investing Activities,-5012000000.0,-3446000000.0,-3923000000.0,-2987000000.0,
Net Other Investing Changes,147000000.0,5000000.0,56000000.0,26000000.0,
Net Investment Purchase And Sale,176000000.0,-116000000.0,-51000000.0,-303000000.0,
Sale Of Investment,200000000.0,14000000.0,35000000.0,53000000.0,
Purchase Of Investment,-24000000.0,-130000000.0,-86000000.0,-356000000.0,
Net Business Purchase And Sale,-106000000.0,-67000000.0,-31000000.0,0.0,
Purchase Of Business,-106000000.0,-67000000.0,-31000000.0,0.0,
Net PPE Purchase And Sale,-5229000000.0,-3268000000.0,-3897000000.0,-2710000000.0,
Sale Of PPE,,,13000000.0,421000.0,176000000.0
Purchase Of PPE,-5229000000.0,-3268000000.0,-3897000000.0,-2710000000.0,
Operating Cash Flow,6465000000.0,5265000000.0,4477000000.0,481000000.0,
Cash Flow From Continuing Operating Activities,6465000000.0,5265000000.0,4477000000.0,481000000.0,
Dividend Received Cfo,264000000.0,29000000.0,11000000.0,,0.0
Change In Working Capital,383000000.0,204000000.0,1171000000.0,973000000.0,
Change In Other Working Capital,243000000.0,186000000.0,1143000000.0,1007000000.0,
Change In Payables And Accrued Expense,243000000.0,120000000.0,137000000.0,427000000.0,
Change In Accrued Expense,216000000.0,0.0,13000000.0,352000000.0,
Change In Interest Payable,,,,136855000.0,-694000.0
Change In Payable,27000000.0,120000000.0,124000000.0,75000000.0,
Change In Account Payable,27000000.0,120000000.0,124000000.0,75000000.0,
Change In Prepaid Assets,-100000000.0,-137000000.0,-184000000.0,-153000000.0,
Change In Inventory,0.0,-17000000.0,-24000000.0,-74000000.0,
Change In Receivables,-3000000.0,52000000.0,99000000.0,-234000000.0,
Other Non Cash Items,63000000.0,-11000000.0,116000000.0,106000000.0,
Stock Based Compensation,175000000.0,267000000.0,126000000.0,36000000.0,
Asset Impairment Charge,,,,562000.0,82001000.0
Deferred Tax,18000000.0,0.0,-8000000.0,-22000000.0,
Deferred Income Tax,18000000.0,0.0,-8000000.0,-22000000.0,
Depreciation Amortization Depletion,1718000000.0,1600000000.0,1455000000.0,1407000000.0,
Depreciation And Amortization,1718000000.0,1600000000.0,1455000000.0,1407000000.0,
Operating Gains Losses,-447000000.0,280000000.0,-98000000.0,137000000.0,
Earnings Losses From Equity Investments,-414000000.0,-260000000.0,-200000000.0,-57000000.0,
Gain Loss On Investment Securities,-49000000.0,77000000.0,-19000000.0,100000000.0,
Net Foreign Currency Exchange Gain Loss,,,,0.0,0.0
Net Income From Continuing Operations,4291000000.0,2896000000.0,1704000000.0,-2156000000.0,
