,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-2155440.0,18246.025919,-1336095.389839,-266182.607704,24401160.0
Tax Rate For Calcs,0.21,0.005469,0.008885,0.003459,0.21
Normalized EBITDA,882326000.0,884324000.0,869849000.0,843887000.0,853818000.0
Total Unusual Items,-10264000.0,3336000.0,-150373000.0,-76946000.0,116196000.0
Total Unusual Items Excluding Goodwill,-10264000.0,3336000.0,-150373000.0,-76946000.0,116196000.0
Net Income From Continuing Operation Net Minority Interest,507075000.0,511063000.0,358419000.0,407791000.0,614607000.0
Reconciled Depreciation,295545000.0,290364000.0,283216000.0,282715000.0,280891000.0
Reconciled Cost Of Revenue,329273000.0,330850000.0,318005000.0,331847000.0,310774000.0
EBITDA,872062000.0,887660000.0,719476000.0,766941000.0,970014000.0
EBIT,576517000.0,597296000.0,436260000.0,484226000.0,689123000.0
Net Interest Income,-71212000.0,-69361000.0,-63487000.0,-64102000.0,-61314000.0
Interest Expense,81185000.0,79692000.0,71609000.0,72009000.0,72135000.0
Interest Income,9973000.0,10331000.0,8122000.0,7907000.0,10821000.0
Normalized Income,515183560.0,507745246.025919,507455904.610161,484470817.392296,522812160.0
Net Income From Continuing And Discontinued Operation,507075000.0,511063000.0,358419000.0,407791000.0,614607000.0
Total Expenses,650109000.0,648621000.0,625935000.0,639746000.0,624212000.0
Diluted Average Shares,175859000.0,175884000.0,175921000.0,175942000.0,175934000.0
Basic Average Shares,175468000.0,175456000.0,175442000.0,175419000.0,175198000.0
Diluted EPS,2.6,2.62,1.76,2.04,3.21
Basic EPS,2.6,2.63,1.76,2.04,3.22
Diluted NI Availto Com Stockholders,456979000.0,461408000.0,308968000.0,358230000.0,564398000.0
Net Income Common Stockholders,456979000.0,461408000.0,308968000.0,358230000.0,564398000.0
Otherunder Preferred Stock Dividend,1422000.0,977000.0,778000.0,883000.0,1535000.0
Preferred Stock Dividends,48674000.0,48678000.0,48673000.0,48678000.0,48674000.0
Net Income,507075000.0,511063000.0,358419000.0,407791000.0,614607000.0
Minority Interests,-2982000.0,-3710000.0,-2992000.0,-3000000.0,-3754000.0
Net Income Including Noncontrolling Interests,510057000.0,514773000.0,361411000.0,410791000.0,618361000.0
Net Income Continuous Operations,510057000.0,514773000.0,361411000.0,410791000.0,618361000.0
Tax Provision,-14725000.0,2831000.0,3240000.0,1426000.0,-1373000.0
Pretax Income,495332000.0,517604000.0,364651000.0,412217000.0,616988000.0
Other Income Expense,861000.0,11543000.0,-147021000.0,-67119000.0,125087000.0
Other Non Operating Income Expenses,6592000.0,4533000.0,5582000.0,6200000.0,4528000.0
Special Income Charges,-8449000.0,-4213000.0,-3551000.0,-7423000.0,-6352000.0
Restructuring And Mergern Acquisition,8449000.0,4213000.0,3551000.0,7423000.0,6352000.0
Earnings From Equity Interest,4533000.0,3674000.0,-2230000.0,3627000.0,4363000.0
Gain On Sale Of Security,-1815000.0,7549000.0,-146822000.0,-69523000.0,122548000.0
Net Non Operating Interest Income Expense,-71212000.0,-69361000.0,-63487000.0,-64102000.0,-61314000.0
Interest Expense Non Operating,81185000.0,79692000.0,71609000.0,72009000.0,72135000.0
Interest Income Non Operating,9973000.0,10331000.0,8122000.0,7907000.0,10821000.0
Operating Income,565683000.0,575422000.0,575159000.0,543438000.0,553215000.0
Operating Expense,320836000.0,317771000.0,307930000.0,307899000.0,313438000.0
Depreciation Amortization Depletion Income Statement,295545000.0,290364000.0,283216000.0,282715000.0,280891000.0
Depreciation And Amortization In Income Statement,295545000.0,290364000.0,283216000.0,282715000.0,280891000.0
Selling General And Administration,25291000.0,27407000.0,24714000.0,25184000.0,32547000.0
General And Administrative Expense,25291000.0,27407000.0,24714000.0,25184000.0,32547000.0
Other Gand A,19325000.0,21432000.0,17655000.0,19221000.0,23766000.0
Salaries And Wages,5966000.0,5975000.0,7059000.0,5963000.0,8781000.0
Gross Profit,886519000.0,893193000.0,883089000.0,851337000.0,866653000.0
Cost Of Revenue,329273000.0,330850000.0,318005000.0,331847000.0,310774000.0
Total Revenue,1215792000.0,1224043000.0,1201094000.0,1183184000.0,1177427000.0
Operating Revenue,1215792000.0,1224043000.0,1201094000.0,1183184000.0,1177427000.0
