,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,8763000000.0,2050000000.0,18887000000.0,1086000000.0,
Repurchase Of Capital Stock,-9804000000.0,0.0,-3309000000.0,-4395000000.0,
Repayment Of Debt,-81642000000.0,-63954000000.0,-51135000000.0,-22240000000.0,
Issuance Of Debt,67392000000.0,50018000000.0,72297000000.0,36366000000.0,
Issuance Of Capital Stock,,0.0,0.0,740000000.0,2806000000.0
Capital Expenditure,-548000000.0,-620000000.0,-700000000.0,-971000000.0,
Interest Paid Supplemental Data,4557000000.0,6655000000.0,5623000000.0,1355000000.0,
Income Tax Paid Supplemental Data,1575000000.0,1491000000.0,1620000000.0,2130000000.0,
End Cash Position,69661000000.0,65514000000.0,74473000000.0,58720000000.0,
Beginning Cash Position,65514000000.0,74473000000.0,58720000000.0,93338000000.0,
Changes In Cash,4147000000.0,-8959000000.0,15753000000.0,-34618000000.0,
Financing Cash Flow,-29702000000.0,-47060000000.0,-61245000000.0,-68723000000.0,
Cash Flow From Continuing Financing Activities,-29702000000.0,-47060000000.0,-61245000000.0,-68723000000.0,
Net Other Financing Charges,-101000000.0,-101000000.0,-100000000.0,-94000000.0,
Proceeds From Stock Option Exercised,156000000.0,84000000.0,49000000.0,64000000.0,
Cash Dividends Paid,-2329000000.0,-2275000000.0,-2276000000.0,-2110000000.0,
Net Preferred Stock Issuance,-2458000000.0,0.0,-467000000.0,-260000000.0,
Preferred Stock Payments,-2458000000.0,0.0,-467000000.0,-1000000000.0,
Preferred Stock Issuance,,0.0,0.0,740000000.0,2806000000.0
Net Common Stock Issuance,-7346000000.0,0.0,-2842000000.0,-3395000000.0,
Common Stock Payments,-7346000000.0,0.0,-2842000000.0,-3395000000.0,
Net Issuance Payments Of Debt,-14250000000.0,-13936000000.0,21162000000.0,14126000000.0,
Net Short Term Debt Issuance,862000000.0,-554000000.0,1896000000.0,-209000000.0,
Short Term Debt Payments,-36184000000.0,-27571000000.0,-15104000000.0,-21100000000.0,
Short Term Debt Issuance,37046000000.0,27017000000.0,17000000000.0,20891000000.0,
Net Long Term Debt Issuance,-15112000000.0,-13382000000.0,19266000000.0,14335000000.0,
Long Term Debt Payments,-45458000000.0,-36383000000.0,-36031000000.0,-1140000000.0,
Long Term Debt Issuance,30346000000.0,23001000000.0,55297000000.0,15475000000.0,
Investing Cash Flow,24538000000.0,35431000000.0,57411000000.0,32048000000.0,
Cash Flow From Continuing Investing Activities,24538000000.0,35431000000.0,57411000000.0,32048000000.0,
Net Other Investing Changes,265000000.0,-18000000.0,-935000000.0,-544000000.0,
Net Investment Purchase And Sale,37628000000.0,40856000000.0,58947000000.0,39351000000.0,
Sale Of Investment,47207000000.0,43842000000.0,60434000000.0,90360000000.0,
Purchase Of Investment,-9579000000.0,-2986000000.0,-1487000000.0,-51009000000.0,
Net Business Purchase And Sale,,,,0.0,0.0
Sale Of Business,,,,0.0,0.0
Net PPE Purchase And Sale,-548000000.0,-620000000.0,-700000000.0,-971000000.0,
Purchase Of PPE,-548000000.0,-620000000.0,-700000000.0,-971000000.0,
Operating Cash Flow,9311000000.0,2670000000.0,19587000000.0,2057000000.0,
Cash Flow From Continuing Operating Activities,9311000000.0,2670000000.0,19587000000.0,2057000000.0,
Change In Working Capital,-3005000000.0,-6211000000.0,11808000000.0,-8587000000.0,
Change In Other Working Capital,,,,,-3398000000.0
Change In Other Current Assets,-5808000000.0,-13998000000.0,22190000000.0,-947000000.0,
Change In Payables And Accrued Expense,26943000000.0,23679000000.0,-7796000000.0,-31759000000.0,
Change In Accrued Expense,-192000000.0,218000000.0,3048000000.0,-677000000.0,
Change In Payable,27135000000.0,23461000000.0,-10844000000.0,-31082000000.0,
Change In Account Payable,14782000000.0,16773000000.0,-12652000000.0,-28233000000.0,
Change In Receivables,-24140000000.0,-15892000000.0,-2586000000.0,24119000000.0,
Changes In Account Receivables,-19390000000.0,-16779000000.0,-2135000000.0,23947000000.0,
Other Non Cash Items,729000000.0,552000000.0,702000000.0,490000000.0,
Stock Based Compensation,317000000.0,337000000.0,320000000.0,366000000.0,
Deferred Tax,361000000.0,-191000000.0,-478000000.0,-18000000.0,
Deferred Income Tax,361000000.0,-191000000.0,-478000000.0,-18000000.0,
Depreciation Amortization Depletion,1362000000.0,1435000000.0,1338000000.0,1248000000.0,
Depreciation And Amortization,1362000000.0,1435000000.0,1338000000.0,1248000000.0,
Amortization Cash Flow,512000000.0,519000000.0,534000000.0,596000000.0,
Amortization Of Intangibles,512000000.0,519000000.0,534000000.0,596000000.0,
Depreciation,850000000.0,916000000.0,804000000.0,652000000.0,
Net Income From Continuing Operations,8852000000.0,5942000000.0,5067000000.0,7183000000.0,
