,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,978000000.0,604000000.0,878000000.0,509000000.0,
Repurchase Of Capital Stock,-450000000.0,-450000000.0,-150000000.0,-150000000.0,
Repayment Of Debt,-758000000.0,-1710000000.0,-717000000.0,-69000000.0,
Issuance Of Debt,640000000.0,2758000000.0,0.0,0.0,
Capital Expenditure,-807000000.0,-855000000.0,-650000000.0,-482000000.0,
Interest Paid Supplemental Data,229000000.0,158000000.0,159000000.0,165000000.0,
Income Tax Paid Supplemental Data,192000000.0,382000000.0,292000000.0,201000000.0,
End Cash Position,67000000.0,670000000.0,1282000000.0,359000000.0,
Beginning Cash Position,670000000.0,1282000000.0,359000000.0,259000000.0,
Changes In Cash,-603000000.0,-612000000.0,923000000.0,100000000.0,
Financing Cash Flow,-800000000.0,373000000.0,-1064000000.0,-407000000.0,
Cash Flow From Continuing Financing Activities,-800000000.0,373000000.0,-1064000000.0,-407000000.0,
Net Other Financing Charges,-4000000.0,-4000000.0,-1000000.0,1000000.0,
Proceeds From Stock Option Exercised,-31000000.0,-32000000.0,-22000000.0,-29000000.0,
Cash Dividends Paid,-197000000.0,-189000000.0,-174000000.0,-160000000.0,
Common Stock Dividend Paid,,,-174000000.0,-159100000.0,-147800000.0
Net Common Stock Issuance,-450000000.0,-450000000.0,-150000000.0,-150000000.0,
Common Stock Payments,-450000000.0,-450000000.0,-150000000.0,-150000000.0,
Net Issuance Payments Of Debt,-118000000.0,1048000000.0,-717000000.0,-69000000.0,
Net Long Term Debt Issuance,-118000000.0,1048000000.0,-717000000.0,-69000000.0,
Long Term Debt Payments,-758000000.0,-1710000000.0,-717000000.0,-69000000.0,
Long Term Debt Issuance,640000000.0,2758000000.0,0.0,0.0,
Investing Cash Flow,-1588000000.0,-2444000000.0,459000000.0,-484000000.0,
Cash Flow From Continuing Investing Activities,-1588000000.0,-2444000000.0,459000000.0,-484000000.0,
Net Other Investing Changes,-6000000.0,10000000.0,709000000.0,-700000000.0,
Net Investment Purchase And Sale,,,7400000.0,7500000.0,14900000.0
Sale Of Investment,,,7400000.0,7500000.0,14900000.0
Net Business Purchase And Sale,-775000000.0,-1599000000.0,400000000.0,698000000.0,
Sale Of Business,38000000.0,2160000000.0,427000000.0,698000000.0,
Purchase Of Business,-813000000.0,-3759000000.0,-27000000.0,0.0,
Net PPE Purchase And Sale,-807000000.0,-855000000.0,-650000000.0,-482000000.0,
Purchase Of PPE,-807000000.0,-855000000.0,-650000000.0,-482000000.0,
Operating Cash Flow,1785000000.0,1459000000.0,1528000000.0,991000000.0,
Cash Flow From Continuing Operating Activities,1785000000.0,1459000000.0,1528000000.0,991000000.0,
Change In Working Capital,-92000000.0,211000000.0,-151000000.0,-216000000.0,
Change In Other Working Capital,-32000000.0,165000000.0,24000000.0,-41000000.0,
Change In Payables And Accrued Expense,21000000.0,17000000.0,-17000000.0,-31000000.0,
Change In Payable,21000000.0,17000000.0,-17000000.0,-31000000.0,
Change In Account Payable,21000000.0,17000000.0,-17000000.0,-31000000.0,
Change In Inventory,-30000000.0,-52000000.0,-189000000.0,-132000000.0,
Change In Receivables,-51000000.0,81000000.0,31000000.0,-12000000.0,
Changes In Account Receivables,-51000000.0,81000000.0,31000000.0,-12000000.0,
Other Non Cash Items,13000000.0,35000000.0,-16000000.0,-12000000.0,
Stock Based Compensation,46000000.0,58000000.0,50000000.0,43000000.0,
Deferred Tax,69000000.0,-45000000.0,-36000000.0,-1000000.0,
Deferred Income Tax,69000000.0,-45000000.0,-36000000.0,-1000000.0,
Depreciation Amortization Depletion,637000000.0,573000000.0,513000000.0,506000000.0,
Depletion,,,5900000.0,6600000.0,5200000.0
Depreciation And Amortization,,,507300000.0,499400000.0,446400000.0
Amortization Cash Flow,,,27800000.0,26600000.0,24000000.0
Amortization Of Intangibles,,,27800000.0,26600000.0,24000000.0
Depreciation,,,479500000.0,472800000.0,422400000.0
Operating Gains Losses,-25000000.0,-1369000000.0,-2000000.0,-196000000.0,
Gain Loss On Sale Of Business,-25000000.0,-1369000000.0,-2000000.0,-196000000.0,
Net Income From Continuing Operations,1137000000.0,1996000000.0,1170000000.0,867000000.0,
