,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-6825000000.0,-2723000000.0,-527000000.0,-706000000.0,
Repayment Of Debt,-1713000000.0,-656000000.0,-1151000000.0,-793000000.0,
Issuance Of Debt,5763000000.0,3647000000.0,2630000000.0,2164000000.0,
Issuance Of Capital Stock,3349000000.0,1117000000.0,270000000.0,322000000.0,
Capital Expenditure,-10908000000.0,-7364000000.0,-5854000000.0,-4638000000.0,
Interest Paid Supplemental Data,1262000000.0,1131000000.0,945000000.0,887000000.0,
Income Tax Paid Supplemental Data,30000000.0,45000000.0,12000000.0,15000000.0,
End Cash Position,274000000.0,179000000.0,129000000.0,111000000.0,
Beginning Cash Position,179000000.0,129000000.0,111000000.0,166000000.0,
Changes In Cash,95000000.0,50000000.0,18000000.0,-55000000.0,
Financing Cash Flow,6981000000.0,2837000000.0,617000000.0,666000000.0,
Cash Flow From Continuing Financing Activities,6981000000.0,2837000000.0,617000000.0,666000000.0,
Net Other Financing Charges,9000000.0,-6000000.0,-12000000.0,-15000000.0,
Cash Dividends Paid,-1282000000.0,-1175000000.0,-1092000000.0,-1012000000.0,
Common Stock Dividend Paid,-1282000000.0,-1175000000.0,-1092000000.0,-1012000000.0,
Net Common Stock Issuance,3349000000.0,1117000000.0,270000000.0,322000000.0,
Common Stock Issuance,3349000000.0,1117000000.0,270000000.0,322000000.0,
Net Issuance Payments Of Debt,4905000000.0,2901000000.0,1451000000.0,1371000000.0,
Net Short Term Debt Issuance,855000000.0,-90000000.0,-28000000.0,-192000000.0,
Short Term Debt Payments,,-90000000.0,-28000000.0,-192000000.0,
Net Long Term Debt Issuance,4050000000.0,2991000000.0,1479000000.0,1563000000.0,
Long Term Debt Payments,-1713000000.0,-656000000.0,-1151000000.0,-601000000.0,
Long Term Debt Issuance,5763000000.0,3647000000.0,2630000000.0,2164000000.0,
Investing Cash Flow,-10969000000.0,-7428000000.0,-5926000000.0,-4653000000.0,
Cash Flow From Continuing Investing Activities,-10969000000.0,-7428000000.0,-5926000000.0,-4653000000.0,
Net Other Investing Changes,-58000000.0,-27000000.0,-37000000.0,20000000.0,
Net Investment Purchase And Sale,-3000000.0,-37000000.0,-35000000.0,-35000000.0,
Sale Of Investment,1197000000.0,961000000.0,959000000.0,1297000000.0,
Purchase Of Investment,-1200000000.0,-998000000.0,-994000000.0,-1332000000.0,
Net Business Purchase And Sale,,,,0.0,0.0
Sale Of Business,,,,0.0,0.0
Capital Expenditure Reported,-10908000000.0,-7364000000.0,-5854000000.0,-4638000000.0,
Operating Cash Flow,4083000000.0,4641000000.0,5327000000.0,3932000000.0,
Cash Flow From Continuing Operating Activities,4083000000.0,4641000000.0,5327000000.0,3932000000.0,
Dividend Received Cfo,32000000.0,34000000.0,35000000.0,37000000.0,
Change In Working Capital,-1112000000.0,-172000000.0,1192000000.0,-115000000.0,
Change In Other Working Capital,-289000000.0,347000000.0,928000000.0,521000000.0,
Change In Other Current Liabilities,-174000000.0,-317000000.0,200000000.0,102000000.0,
Change In Other Current Assets,-122000000.0,-139000000.0,86000000.0,-58000000.0,
Change In Payables And Accrued Expense,-50000000.0,37000000.0,-149000000.0,195000000.0,
Change In Payable,-50000000.0,37000000.0,-149000000.0,195000000.0,
Change In Account Payable,-50000000.0,37000000.0,-149000000.0,195000000.0,
Change In Inventory,-300000000.0,-140000000.0,-98000000.0,-203000000.0,
Change In Receivables,-177000000.0,40000000.0,225000000.0,-672000000.0,
Changes In Account Receivables,-129000000.0,19000000.0,-27000000.0,-429000000.0,
Other Non Cash Items,-441000000.0,-318000000.0,-248000000.0,-197000000.0,
Stock Based Compensation,46000000.0,33000000.0,25000000.0,20000000.0,
Provisionand Write Offof Assets,61000000.0,47000000.0,79000000.0,73000000.0,
Deferred Tax,414000000.0,225000000.0,-59000000.0,-140000000.0,
Deferred Income Tax,414000000.0,225000000.0,-59000000.0,-140000000.0,
Depreciation Amortization Depletion,3082000000.0,2875000000.0,2567000000.0,2554000000.0,
Depreciation And Amortization,3082000000.0,2875000000.0,2567000000.0,2554000000.0,
Depreciation,3082000000.0,2875000000.0,2567000000.0,2554000000.0,
Operating Gains Losses,-17000000.0,-19000000.0,-35000000.0,-36000000.0,
Earnings Losses From Equity Investments,-17000000.0,-19000000.0,-35000000.0,-36000000.0,
Gain Loss On Investment Securities,,,,,-57000000.0
Net Income From Continuing Operations,2018000000.0,1936000000.0,1771000000.0,1736000000.0,
