,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,862100000.0,1111200000.0,931100000.0,-250400000.0,634500000.0,
Repurchase Of Capital Stock,-118000000.0,-668200000.0,-518500000.0,-351700000.0,-310200000.0,
Repayment Of Debt,100000.0,-813600000.0,0.0,-250000000.0,0.0,
Issuance Of Debt,-646700000.0,2683300000.0,-1135800000.0,1176500000.0,-220500000.0,
Capital Expenditure,-230400000.0,-196400000.0,-181500000.0,-189300000.0,-300000000.0,
Interest Paid Supplemental Data,109700000.0,123900000.0,99600000.0,119800000.0,84600000.0,
Income Tax Paid Supplemental Data,134600000.0,138700000.0,229500000.0,89900000.0,182400000.0,
End Cash Position,207200000.0,241500000.0,269800000.0,199800000.0,210400000.0,
Beginning Cash Position,241500000.0,269800000.0,199800000.0,210400000.0,238200000.0,
Effect Of Exchange Rate Changes,-12900000.0,-5000000.0,8500000.0,-500000.0,-6000000.0,
Changes In Cash,-21400000.0,-23300000.0,61500000.0,-10100000.0,-21800000.0,
Financing Cash Flow,-942300000.0,6500000.0,-810000000.0,367200000.0,-670800000.0,
Cash Flow From Continuing Financing Activities,-942300000.0,6500000.0,-810000000.0,367200000.0,-670800000.0,
Net Other Financing Charges,-4000000.0,-23400000.0,-26000000.0,-33400000.0,-7500000.0,
Proceeds From Stock Option Exercised,22100000.0,67900000.0,24400000.0,26200000.0,47200000.0,
Cash Dividends Paid,-195800000.0,-195700000.0,-197900000.0,-200400000.0,-179800000.0,
Common Stock Dividend Paid,-195800000.0,-195700000.0,-197900000.0,-200400000.0,-179800000.0,
Net Common Stock Issuance,-118000000.0,-668200000.0,-518500000.0,-351700000.0,-310200000.0,
Common Stock Payments,-118000000.0,-668200000.0,-518500000.0,-351700000.0,-310200000.0,
Net Issuance Payments Of Debt,-646600000.0,825900000.0,-92000000.0,926500000.0,-220500000.0,
Net Short Term Debt Issuance,-646600000.0,126700000.0,-92000000.0,1135800000.0,-252800000.0,
Short Term Debt Payments,100000.0,,,,0.0,
Short Term Debt Issuance,-646700000.0,,,1135800000.0,-252800000.0,
Net Long Term Debt Issuance,0.0,699200000.0,0.0,-209300000.0,32300000.0,
Long Term Debt Payments,0.0,-800000000.0,0.0,-250000000.0,0.0,
Long Term Debt Issuance,0.0,1499200000.0,0.0,40700000.0,32300000.0,
Investing Cash Flow,-171600000.0,-1337400000.0,-241100000.0,-316200000.0,-285500000.0,
Cash Flow From Continuing Investing Activities,-171600000.0,-1337400000.0,-241100000.0,-316200000.0,-285500000.0,
Net Other Investing Changes,1150800000.0,-1143100000.0,-20600000.0,-44500000.0,93400000.0,
Net Business Purchase And Sale,-1092000000.0,2100000.0,-39000000.0,-82400000.0,-78900000.0,
Sale Of Business,,,,,0.0,0.0
Purchase Of Business,-1092000000.0,2100000.0,-39000000.0,-82400000.0,-78900000.0,
Capital Expenditure Reported,-230400000.0,-196400000.0,-181500000.0,-189300000.0,-300000000.0,
Operating Cash Flow,1092500000.0,1307600000.0,1112600000.0,-61100000.0,934500000.0,
Cash Flow From Continuing Operating Activities,1092500000.0,1307600000.0,1112600000.0,-61100000.0,934500000.0,
Change In Working Capital,178800000.0,67500000.0,21900000.0,-904500000.0,242000000.0,
Change In Other Working Capital,406400000.0,189000000.0,159100000.0,-780400000.0,384600000.0,
Change In Other Current Liabilities,-120900000.0,-121500000.0,-137200000.0,-124100000.0,-107300000.0,
Other Non Cash Items,-21100000.0,83600000.0,130800000.0,145200000.0,18800000.0,
Stock Based Compensation,32000000.0,30900000.0,34000000.0,26600000.0,55500000.0,
Provisionand Write Offof Assets,112200000.0,10600000.0,400000.0,3100000.0,6400000.0,
Asset Impairment Charge,,,,,0.0,0.0
Amortization Of Securities,23100000.0,23500000.0,28700000.0,28700000.0,19000000.0,
Deferred Tax,97800000.0,94200000.0,-20100000.0,-18700000.0,-25700000.0,
Deferred Income Tax,97800000.0,94200000.0,-20100000.0,-18700000.0,-25700000.0,
Depreciation Amortization Depletion,186400000.0,166900000.0,162700000.0,160900000.0,161900000.0,
Depreciation And Amortization,186400000.0,166900000.0,162700000.0,160900000.0,161900000.0,
Amortization Cash Flow,88100000.0,84100000.0,83400000.0,81000000.0,81800000.0,
Amortization Of Intangibles,88100000.0,84100000.0,83400000.0,81000000.0,81800000.0,
Depreciation,98300000.0,82800000.0,79300000.0,79900000.0,80100000.0,
Operating Gains Losses,-11300000.0,-2700000.0,-500000.0,-6300000.0,-23500000.0,
Pension And Employee Benefit Expense,,-4200000.0,-4100000.0,-4200000.0,1200000.0,-6100000.0
Gain Loss On Sale Of Business,,,,,0.0,0.0
Net Income From Continuing Operations,476800000.0,833100000.0,754700000.0,503900000.0,480100000.0,
