,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,1142000000.0,732000000.0,225000000.0,473000000.0,984000000.0,
Repurchase Of Capital Stock,-487000000.0,-87000000.0,-165000000.0,-415000000.0,-106000000.0,
Repayment Of Debt,-179000000.0,-70000000.0,-252000000.0,0.0,0.0,
Issuance Of Debt,0.0,1673000000.0,1983000000.0,0.0,0.0,
Issuance Of Capital Stock,,,,,56000000.0,18000000.0
Capital Expenditure,-114000000.0,-66000000.0,-48000000.0,-37000000.0,-86000000.0,
Interest Paid Supplemental Data,119000000.0,31000000.0,106000000.0,29000000.0,110000000.0,
Income Tax Paid Supplemental Data,156000000.0,98000000.0,276000000.0,39000000.0,174000000.0,
End Cash Position,1165000000.0,894000000.0,3206000000.0,1564000000.0,2102000000.0,
Beginning Cash Position,894000000.0,3206000000.0,1564000000.0,2102000000.0,1404000000.0,
Effect Of Exchange Rate Changes,9000000.0,-8000000.0,54000000.0,26000000.0,-51000000.0,
Changes In Cash,262000000.0,-2304000000.0,1588000000.0,-564000000.0,749000000.0,
Financing Cash Flow,-802000000.0,1333000000.0,1375000000.0,-597000000.0,-214000000.0,
Cash Flow From Continuing Financing Activities,-802000000.0,1333000000.0,1375000000.0,-597000000.0,-214000000.0,
Net Other Financing Charges,0.0,-1000000.0,,,0.0,-1000000.0
Cash Dividends Paid,-182000000.0,-182000000.0,-182000000.0,-182000000.0,-164000000.0,
Common Stock Dividend Paid,-182000000.0,-182000000.0,-182000000.0,-182000000.0,-164000000.0,
Net Common Stock Issuance,-441000000.0,-87000000.0,-165000000.0,-415000000.0,-50000000.0,
Common Stock Payments,-487000000.0,-87000000.0,-165000000.0,-415000000.0,-106000000.0,
Common Stock Issuance,,,,,56000000.0,18000000.0
Net Issuance Payments Of Debt,-179000000.0,1603000000.0,1731000000.0,0.0,0.0,
Net Short Term Debt Issuance,-179000000.0,,,,,
Short Term Debt Issuance,0.0,,,,,
Net Long Term Debt Issuance,0.0,680000000.0,1731000000.0,0.0,0.0,
Long Term Debt Payments,0.0,-70000000.0,-252000000.0,0.0,0.0,
Long Term Debt Issuance,0.0,750000000.0,1983000000.0,0.0,0.0,
Investing Cash Flow,-192000000.0,-4435000000.0,-60000000.0,-477000000.0,-107000000.0,
Cash Flow From Continuing Investing Activities,-192000000.0,-4435000000.0,-60000000.0,-477000000.0,-107000000.0,
Net Investment Purchase And Sale,3000000.0,2000000.0,2000000.0,10000000.0,1000000.0,
Sale Of Investment,,,2000000.0,10000000.0,,
Net Business Purchase And Sale,-81000000.0,-4371000000.0,-14000000.0,-450000000.0,-22000000.0,
Purchase Of Business,-81000000.0,-4371000000.0,-14000000.0,-450000000.0,-22000000.0,
Capital Expenditure Reported,-114000000.0,-66000000.0,-48000000.0,-37000000.0,-86000000.0,
Operating Cash Flow,1256000000.0,798000000.0,273000000.0,510000000.0,1070000000.0,
Cash Flow From Continuing Operating Activities,1256000000.0,798000000.0,273000000.0,510000000.0,1070000000.0,
Change In Working Capital,376000000.0,46000000.0,-390000000.0,-76000000.0,305000000.0,
Change In Other Working Capital,19000000.0,130000000.0,24000000.0,42000000.0,-104000000.0,
Change In Other Current Assets,9000000.0,-108000000.0,-44000000.0,-78000000.0,66000000.0,
Change In Payables And Accrued Expense,560000000.0,175000000.0,-280000000.0,-175000000.0,427000000.0,
Change In Payable,560000000.0,175000000.0,-280000000.0,-175000000.0,427000000.0,
Change In Account Payable,560000000.0,175000000.0,-280000000.0,-175000000.0,427000000.0,
Change In Inventory,-38000000.0,-23000000.0,-22000000.0,-62000000.0,41000000.0,
Change In Receivables,-174000000.0,-128000000.0,-68000000.0,197000000.0,-125000000.0,
Changes In Account Receivables,-174000000.0,-128000000.0,-68000000.0,197000000.0,-125000000.0,
Other Non Cash Items,7000000.0,1000000.0,-12000000.0,7000000.0,4000000.0,
Stock Based Compensation,80000000.0,73000000.0,74000000.0,66000000.0,63000000.0,
Depreciation Amortization Depletion,143000000.0,115000000.0,86000000.0,81000000.0,86000000.0,
Depreciation And Amortization,143000000.0,115000000.0,86000000.0,81000000.0,86000000.0,
Amortization Cash Flow,,,39000000.0,37000000.0,38000000.0,38000000.0
Amortization Of Intangibles,,,39000000.0,37000000.0,38000000.0,38000000.0
Depreciation,,,47000000.0,44000000.0,48000000.0,46000000.0
Operating Gains Losses,,,,,0.0,0.0
Net Income From Continuing Operations,650000000.0,563000000.0,515000000.0,432000000.0,612000000.0,
