,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,2847878000.0,2198306000.0,1551162000.0,1298217000.0,
Repurchase Of Capital Stock,,,,0.0,0.0
Repayment Of Debt,-1755816000.0,-1848049000.0,-741856000.0,-782115000.0,
Issuance Of Debt,4365689000.0,1212993000.0,1396895000.0,1153415000.0,
Issuance Of Capital Stock,8900866000.0,7415778000.0,6010129000.0,3667854000.0,
Capital Expenditure,-33799000.0,-58115000.0,-50699000.0,-30491000.0,
Interest Paid Supplemental Data,579589000.0,593030000.0,628582000.0,531672000.0,
Income Tax Paid Supplemental Data,22762000.0,8415000.0,7682000.0,3435000.0,
End Cash Position,5209539000.0,3711457000.0,2076083000.0,722292000.0,
Beginning Cash Position,3711457000.0,2076083000.0,722292000.0,346755000.0,
Effect Of Exchange Rate Changes,129394000.0,-11717000.0,11025000.0,-10633000.0,
Changes In Cash,1368688000.0,1647091000.0,1342766000.0,386170000.0,
Financing Cash Flow,8999760000.0,4905351000.0,5448647000.0,2761277000.0,
Cash Flow From Continuing Financing Activities,8999760000.0,4905351000.0,5448647000.0,2761277000.0,
Net Other Financing Charges,-633020000.0,-330096000.0,44057000.0,-146350000.0,
Cash Dividends Paid,-1877959000.0,-1545275000.0,-1260578000.0,-1131527000.0,
Net Common Stock Issuance,8900866000.0,7415778000.0,6010129000.0,3667854000.0,
Common Stock Payments,,,,0.0,0.0
Common Stock Issuance,8900866000.0,7415778000.0,6010129000.0,3667854000.0,
Net Issuance Payments Of Debt,2609873000.0,-635056000.0,655039000.0,371300000.0,
Net Short Term Debt Issuance,,,0.0,-324935000.0,324935000.0
Net Long Term Debt Issuance,2609873000.0,-635056000.0,655039000.0,371300000.0,
Long Term Debt Payments,-1755816000.0,-1848049000.0,-741856000.0,-782115000.0,
Long Term Debt Issuance,4365689000.0,1212993000.0,1396895000.0,1153415000.0,
Investing Cash Flow,-10512749000.0,-5514681000.0,-5707742000.0,-3703815000.0,
Cash Flow From Continuing Investing Activities,-10512749000.0,-5514681000.0,-5707742000.0,-3703815000.0,
Net Other Investing Changes,-468986000.0,-329092000.0,-400521000.0,40265000.0,
Dividends Received Cfi,310410000.0,52391000.0,149753000.0,37571000.0,
Net Investment Purchase And Sale,-76642000.0,-40934000.0,-68635000.0,-34712000.0,
Sale Of Investment,,20093000.0,31493000.0,63747000.0,7519000.0
Purchase Of Investment,-76642000.0,-61027000.0,-100128000.0,-98459000.0,
Net Investment Properties Purchase And Sale,4170276000.0,-1348921000.0,-1435876000.0,-908257000.0,
Sale Of Investment Properties,5658270000.0,336525000.0,96741000.0,199496000.0,
Purchase Of Investment Properties,-1487994000.0,-1685446000.0,-1532617000.0,-1107753000.0,
Net Business Purchase And Sale,-14414008000.0,-3790010000.0,-3901764000.0,-2808191000.0,
Purchase Of Business,-14414008000.0,-3790010000.0,-3901764000.0,-2808191000.0,
Capital Expenditure Reported,-33799000.0,-58115000.0,-50699000.0,-30491000.0,
Operating Cash Flow,2881677000.0,2256421000.0,1601861000.0,1328708000.0,
Cash Flow From Continuing Operating Activities,2881677000.0,2256421000.0,1601861000.0,1328708000.0,
Dividend Received Cfo,21851000.0,19516000.0,11623000.0,12462000.0,
Change In Working Capital,-280783000.0,-42038000.0,-76411000.0,-140580000.0,
Change In Payables And Accrued Expense,-83906000.0,26541000.0,-79801000.0,50857000.0,
Change In Accrued Expense,-83906000.0,26541000.0,-79801000.0,50857000.0,
Change In Receivables,-196877000.0,-68579000.0,3390000.0,-191437000.0,
Other Non Cash Items,-225261000.0,-15859000.0,-135758000.0,-108883000.0,
Stock Based Compensation,1556732000.0,75821000.0,37199000.0,26149000.0,
Provisionand Write Offof Assets,-9416000.0,10125000.0,9809000.0,10320000.0,
Asset Impairment Charge,121283000.0,92793000.0,36097000.0,17502000.0,
Depreciation Amortization Depletion,2138528000.0,1679633000.0,1443217000.0,1336909000.0,
Depreciation And Amortization,2138528000.0,1679633000.0,1443217000.0,1336909000.0,
Amortization Cash Flow,53660000.0,47540000.0,42116000.0,26541000.0,
Amortization Of Intangibles,53660000.0,47540000.0,42116000.0,26541000.0,
Depreciation,2084868000.0,1632093000.0,1401101000.0,1310368000.0,
Operating Gains Losses,-1403094000.0,-536427000.0,-82054000.0,14261000.0,
Earnings Losses From Equity Investments,14297000.0,496000.0,53442000.0,21290000.0,
Gain Loss On Investment Securities,-1426636000.0,-539053000.0,-70018000.0,-7709000.0,
Gain Loss On Sale Of Business,0.0,0.0,-65485000.0,0.0,
Net Income From Continuing Operations,961837000.0,972857000.0,358139000.0,160568000.0,
