,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,512454000.0,276978000.0,333518000.0,463960000.0,404157000.0,
Repurchase Of Capital Stock,-221721000.0,-253805000.0,-196777000.0,-422573000.0,-170283000.0,
Repayment Of Debt,0.0,,,,-350000000.0,-1000000000.0
Issuance Of Debt,0.0,0.0,,,0.0,2496595000.0
Issuance Of Capital Stock,7832000.0,59747000.0,1533000.0,76789000.0,10304000.0,
Capital Expenditure,-41041000.0,-33684000.0,-44085000.0,-23061000.0,-37202000.0,
Interest Paid Supplemental Data,240000.0,55740000.0,237000.0,55734000.0,7896000.0,
Income Tax Paid Supplemental Data,,43963000.0,124851000.0,29956000.0,213862000.0,98642000.0
End Cash Position,3001317000.0,2753246000.0,2822762000.0,2777674000.0,2644030000.0,
Beginning Cash Position,2753246000.0,2822762000.0,2777674000.0,2644030000.0,2786040000.0,
Effect Of Exchange Rate Changes,-2726000.0,-11805000.0,38344000.0,14191000.0,-32219000.0,
Changes In Cash,250797000.0,-57711000.0,6744000.0,119453000.0,-109791000.0,
Financing Cash Flow,-213889000.0,-194058000.0,-195244000.0,-345784000.0,-511138000.0,
Cash Flow From Continuing Financing Activities,-213889000.0,-194058000.0,-195244000.0,-345784000.0,-511138000.0,
Net Other Financing Charges,,,,,-1159000.0,-21725000.0
Net Common Stock Issuance,-213889000.0,-194058000.0,-195244000.0,-345784000.0,-159979000.0,
Common Stock Payments,-221721000.0,-253805000.0,-196777000.0,-422573000.0,-170283000.0,
Common Stock Issuance,7832000.0,59747000.0,1533000.0,76789000.0,10304000.0,
Net Issuance Payments Of Debt,0.0,0.0,,,-350000000.0,1496595000.0
Net Long Term Debt Issuance,0.0,0.0,,,-350000000.0,1496595000.0
Long Term Debt Payments,0.0,,,,-350000000.0,-1000000000.0
Long Term Debt Issuance,0.0,0.0,,,0.0,2496595000.0
Investing Cash Flow,-88809000.0,-174315000.0,-175615000.0,-21784000.0,-40012000.0,
Cash Flow From Continuing Investing Activities,-88809000.0,-174315000.0,-175615000.0,-21784000.0,-40012000.0,
Net Investment Purchase And Sale,131075000.0,-12082000.0,-9384000.0,-10223000.0,-563000.0,
Sale Of Investment,136788000.0,1504000.0,743000.0,1246000.0,2324000.0,
Purchase Of Investment,-5713000.0,-13586000.0,-10127000.0,-11469000.0,-2887000.0,
Net Business Purchase And Sale,-178843000.0,-128549000.0,-122146000.0,0.0,-2247000.0,
Purchase Of Business,-178843000.0,-128549000.0,-122146000.0,0.0,-2247000.0,
Net Intangibles Purchase And Sale,0.0,0.0,0.0,11500000.0,,
Sale Of Intangibles,0.0,0.0,0.0,11500000.0,,
Net PPE Purchase And Sale,-41041000.0,-33684000.0,-44085000.0,-23061000.0,-37202000.0,
Purchase Of PPE,-41041000.0,-33684000.0,-44085000.0,-23061000.0,-37202000.0,
Operating Cash Flow,553495000.0,310662000.0,377603000.0,487021000.0,441359000.0,
Cash Flow From Continuing Operating Activities,553495000.0,310662000.0,377603000.0,487021000.0,441359000.0,
Change In Working Capital,51531000.0,-250528000.0,72179000.0,53567000.0,47244000.0,
Change In Other Working Capital,24955000.0,22632000.0,36201000.0,-14377000.0,59798000.0,
Change In Other Current Liabilities,-995000.0,10582000.0,6106000.0,-2142000.0,860000.0,
Change In Other Current Assets,-24380000.0,-6428000.0,2000.0,12237000.0,20625000.0,
Change In Payables And Accrued Expense,208134000.0,-138840000.0,185224000.0,-69621000.0,11818000.0,
Change In Prepaid Assets,58216000.0,9367000.0,-34517000.0,10316000.0,33256000.0,
Change In Inventory,-30171000.0,-68386000.0,-7490000.0,15018000.0,56408000.0,
Change In Receivables,-184228000.0,-79455000.0,-113347000.0,102136000.0,-135521000.0,
Other Non Cash Items,2453000.0,1211000.0,2640000.0,862000.0,1370000.0,
Stock Based Compensation,113164000.0,116073000.0,118325000.0,107613000.0,106508000.0,
Provisionand Write Offof Assets,,,,,954000.0,510000.0
Deferred Tax,-23708000.0,86515000.0,5102000.0,-1861000.0,-123655000.0,
Deferred Income Tax,-23708000.0,86515000.0,5102000.0,-1861000.0,-123655000.0,
Depreciation Amortization Depletion,68873000.0,55750000.0,57751000.0,51470000.0,53863000.0,
Depreciation And Amortization,68873000.0,55750000.0,57751000.0,51470000.0,53863000.0,
Depreciation,68873000.0,55750000.0,57751000.0,51470000.0,53863000.0,
Operating Gains Losses,-46954000.0,14519000.0,-38445000.0,1791000.0,14865000.0,
Gain Loss On Investment Securities,-46954000.0,,,1791000.0,14865000.0,16141000.0
Net Income From Continuing Operations,388136000.0,287122000.0,160051000.0,273579000.0,340210000.0,
