,2025-08-31,2024-08-31,2023-08-31,2022-08-31,2021-08-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.202941,0.202181,0.202,0.211,
Normalized EBITDA,4234327000.0,4349775000.0,3983617000.0,3719000000.0,
Net Income From Continuing Operation Net Minority Interest,2498247000.0,2662427000.0,2528426000.0,2429604000.0,
Reconciled Depreciation,613199000.0,549755000.0,497577000.0,442223000.0,
Reconciled Cost Of Revenue,8972243000.0,8673216000.0,8386787000.0,7779580000.0,
EBITDA,4234327000.0,4349775000.0,3983617000.0,3719000000.0,
EBIT,3621128000.0,3800020000.0,3486040000.0,3276777000.0,
Net Interest Income,-475824000.0,-451578000.0,-306372000.0,-191638000.0,
Interest Expense,486796000.0,462890000.0,318426000.0,197686000.0,
Interest Income,10972000.0,11312000.0,12054000.0,6048000.0,
Normalized Income,2498247000.0,2662427000.0,2528426000.0,2429604000.0,
Net Income From Continuing And Discontinued Operation,2498247000.0,2662427000.0,2528426000.0,2429604000.0,
Total Expenses,15328561000.0,14701560000.0,13983223000.0,12981501000.0,
Total Operating Income As Reported,3610156000.0,3788708000.0,3473986000.0,3270729000.0,
Diluted Average Shares,17245000.0,17803000.0,19103000.0,20733000.0,
Basic Average Shares,16789000.0,17309000.0,18510000.0,20107000.0,
Diluted EPS,144.87,149.55,132.36,117.19,
Basic EPS,148.8,153.82,136.6,120.83,
Diluted NI Availto Com Stockholders,2498247000.0,2662427000.0,2528426000.0,2429604000.0,
Net Income Common Stockholders,2498247000.0,2662427000.0,2528426000.0,2429604000.0,
Net Income,2498247000.0,2662427000.0,2528426000.0,2429604000.0,
Net Income Including Noncontrolling Interests,2498247000.0,2662427000.0,2528426000.0,2429604000.0,
Net Income Continuous Operations,2498247000.0,2662427000.0,2528426000.0,2429604000.0,
Tax Provision,636085000.0,674703000.0,639188000.0,649487000.0,
Pretax Income,3134332000.0,3337130000.0,3167614000.0,3079091000.0,
Net Non Operating Interest Income Expense,-475824000.0,-451578000.0,-306372000.0,-191638000.0,
Interest Expense Non Operating,486796000.0,462890000.0,318426000.0,197686000.0,
Interest Income Non Operating,10972000.0,11312000.0,12054000.0,6048000.0,
Operating Income,3610156000.0,3788708000.0,3473986000.0,3270729000.0,
Operating Expense,6356318000.0,6028344000.0,5596436000.0,5201921000.0,
Other Operating Expenses,,6028344000.0,5596436000.0,5201921000.0,4773258000.0
Selling General And Administration,6356318000.0,6028344000.0,5596436000.0,5201921000.0,
Gross Profit,9966474000.0,9817052000.0,9070422000.0,8472650000.0,
Cost Of Revenue,8972243000.0,8673216000.0,8386787000.0,7779580000.0,
Total Revenue,18938717000.0,18490268000.0,17457209000.0,16252230000.0,
Operating Revenue,18938717000.0,18490268000.0,17457209000.0,16252230000.0,
