,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,85768000.0,61998000.0,271263000.0,51332000.0,28583000.0,
Repurchase Of Capital Stock,-63192000.0,-62045000.0,1000.0,-18002000.0,-17050000.0,
Repayment Of Debt,-105000000.0,0.0,-265000000.0,-70000000.0,-80000000.0,
Issuance Of Debt,105000000.0,20000000.0,95000000.0,90000000.0,90000000.0,
Issuance Of Capital Stock,1923000.0,3094000.0,3061000.0,3477000.0,2169000.0,
Capital Expenditure,-66896000.0,-58592000.0,-55849000.0,-56517000.0,-61064000.0,
End Cash Position,28216000.0,36239000.0,101953000.0,39870000.0,25653000.0,
Beginning Cash Position,36239000.0,101953000.0,39870000.0,25653000.0,43212000.0,
Changes In Cash,-8023000.0,-65714000.0,62083000.0,14217000.0,-17559000.0,
Financing Cash Flow,-103384000.0,-87801000.0,-209183000.0,-37115000.0,-46142000.0,
Cash Flow From Continuing Financing Activities,-103383000.0,-87802000.0,-209183000.0,-37115000.0,-46141000.0,
Net Other Financing Charges,-282000.0,-6705000.0,-65000.0,-319000.0,-1174000.0,
Proceeds From Stock Option Exercised,,,0.0,0.0,1000.0,1000.0
Cash Dividends Paid,-41834000.0,-42145000.0,-42180000.0,-42271000.0,-40089000.0,
Common Stock Dividend Paid,,-42145000.0,-42180000.0,,,-40104000.0
Net Common Stock Issuance,-61269000.0,-58951000.0,3062000.0,-14525000.0,-14881000.0,
Common Stock Payments,-63192000.0,-62045000.0,1000.0,-18002000.0,-17050000.0,
Common Stock Issuance,1923000.0,3094000.0,3061000.0,3477000.0,2169000.0,
Net Issuance Payments Of Debt,0.0,20000000.0,-170000000.0,20000000.0,10000000.0,
Net Short Term Debt Issuance,,20000000.0,,,,-10000000.0
Short Term Debt Payments,,0.0,,,,-85000000.0
Short Term Debt Issuance,,20000000.0,,,,75000000.0
Net Long Term Debt Issuance,,,,20000000.0,10000000.0,-10000000.0
Long Term Debt Payments,,,,-70000000.0,-80000000.0,-85000000.0
Long Term Debt Issuance,,,,90000000.0,90000000.0,75000000.0
Investing Cash Flow,-57303000.0,-98503000.0,-55846000.0,-56517000.0,-61064000.0,
Cash Flow From Continuing Investing Activities,-57303000.0,-98503000.0,-55846000.0,-56517000.0,-61064000.0,
Net Other Investing Changes,17093000.0,7479000.0,,,,
Net Investment Purchase And Sale,-7500000.0,-5000000.0,0.0,0.0,0.0,
Sale Of Investment,0.0,1000000.0,0.0,0.0,0.0,
Purchase Of Investment,-7500000.0,-6000000.0,0.0,0.0,0.0,
Net Business Purchase And Sale,0.0,-42390000.0,0.0,0.0,0.0,
Sale Of Business,,,,0.0,0.0,0.0
Purchase Of Business,0.0,-42390000.0,,,0.0,0.0
Net Intangibles Purchase And Sale,-45680000.0,-49712000.0,-43677000.0,-44800000.0,-44396000.0,
Purchase Of Intangibles,-45680000.0,-49712000.0,-43677000.0,-44800000.0,-44396000.0,
Capital Expenditure Reported,-21216000.0,-8880000.0,-12172000.0,-11717000.0,-16668000.0,
Operating Cash Flow,152664000.0,120590000.0,327112000.0,107849000.0,89647000.0,
Cash Flow From Continuing Operating Activities,152664000.0,120590000.0,327112000.0,107849000.0,89647000.0,
Change In Working Capital,-62813000.0,-116785000.0,130802000.0,-57128000.0,-64151000.0,
Change In Other Working Capital,-50283000.0,-51441000.0,142053000.0,-41639000.0,-79143000.0,
Change In Payables And Accrued Expense,1000.0,-43204000.0,32508000.0,-7944000.0,7150000.0,
Change In Accrued Expense,1704000.0,-36567000.0,20321000.0,-3986000.0,3617000.0,
Change In Payable,-1703000.0,-6637000.0,12187000.0,-3958000.0,3533000.0,
Change In Account Payable,-1703000.0,-6637000.0,12187000.0,-3958000.0,3533000.0,
Change In Prepaid Assets,-21720000.0,-34336000.0,-7944000.0,-8605000.0,-15596000.0,
Change In Receivables,9189000.0,12196000.0,-35815000.0,1060000.0,23438000.0,
Stock Based Compensation,8439000.0,6317000.0,5980000.0,6873000.0,8834000.0,
Deferred Tax,30747000.0,38987000.0,9269000.0,-4020000.0,-4658000.0,
Deferred Income Tax,30747000.0,38987000.0,9269000.0,-4020000.0,-4658000.0,
Depreciation Amortization Depletion,53155000.0,51892000.0,51490000.0,51013000.0,51754000.0,
Depreciation And Amortization,53155000.0,51892000.0,51490000.0,51013000.0,51754000.0,
Amortization Cash Flow,42846000.0,41458000.0,40915000.0,40619000.0,40296000.0,
Amortization Of Intangibles,42846000.0,41458000.0,40915000.0,40619000.0,40296000.0,
Depreciation,10309000.0,10434000.0,10575000.0,10394000.0,11458000.0,
Operating Gains Losses,-1533000.0,-3807000.0,1967000.0,3000.0,23000.0,
Net Income From Continuing Operations,124669000.0,143986000.0,127604000.0,111108000.0,97845000.0,
