,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1066509000.0,1106717000.0,1307695000.0,1071257000.0,
Repurchase Of Capital Stock,-497805000.0,-200019000.0,-100010000.0,-431666000.0,
Repayment Of Debt,-1408000000.0,-3462513000.0,-754000000.0,-1269000000.0,
Issuance Of Debt,695000000.0,4702701000.0,190000000.0,1814885000.0,
Capital Expenditure,-224819000.0,-228149000.0,-236698000.0,-214443000.0,
Interest Paid Supplemental Data,467404000.0,395112000.0,396593000.0,347659000.0,
Income Tax Paid Supplemental Data,52775000.0,42415000.0,25581000.0,32320000.0,
End Cash Position,437021000.0,1400657000.0,250946000.0,189283000.0,
Beginning Cash Position,1400657000.0,250946000.0,189283000.0,435626000.0,
Effect Of Exchange Rate Changes,10440000.0,-21587000.0,2734000.0,-2915000.0,
Changes In Cash,-974076000.0,1171298000.0,58929000.0,-243428000.0,
Financing Cash Flow,-1663575000.0,645742000.0,-1017218000.0,-135474000.0,
Cash Flow From Continuing Financing Activities,-1663575000.0,645742000.0,-1017218000.0,-135474000.0,
Net Other Financing Charges,-29312000.0,-6222000.0,-27444000.0,18770000.0,
Proceeds From Stock Option Exercised,55554000.0,35986000.0,44196000.0,38303000.0,
Cash Dividends Paid,-479012000.0,-424191000.0,-369960000.0,-306766000.0,
Common Stock Dividend Paid,-479012000.0,-424191000.0,-369960000.0,-306766000.0,
Net Common Stock Issuance,-497805000.0,-200019000.0,-100010000.0,-431666000.0,
Common Stock Payments,-497805000.0,-200019000.0,-100010000.0,-431666000.0,
Net Issuance Payments Of Debt,-713000000.0,1240188000.0,-564000000.0,545885000.0,
Net Short Term Debt Issuance,,,,,-30000000.0
Short Term Debt Payments,,,,,-1965000000.0
Short Term Debt Issuance,,,,,1935000000.0
Net Long Term Debt Issuance,-713000000.0,1240188000.0,-564000000.0,545885000.0,
Long Term Debt Payments,-1408000000.0,-3462513000.0,-754000000.0,-1269000000.0,
Long Term Debt Issuance,695000000.0,4702701000.0,190000000.0,1814885000.0,
Investing Cash Flow,-601829000.0,-809310000.0,-468246000.0,-1393654000.0,
Cash Flow From Continuing Investing Activities,-601829000.0,-809310000.0,-468246000.0,-1393654000.0,
Net Other Investing Changes,443868000.0,-17417000.0,-100915000.0,524000.0,
Net Investment Purchase And Sale,237950000.0,-263933000.0,-672000.0,-3643000.0,
Sale Of Investment,1404262000.0,1536750000.0,1338354000.0,878138000.0,
Purchase Of Investment,-1166312000.0,-1800683000.0,-1339026000.0,-881781000.0,
Net Business Purchase And Sale,-1058828000.0,-299811000.0,-129961000.0,-1176092000.0,
Purchase Of Business,-1058828000.0,-299811000.0,-129961000.0,-1176092000.0,
Capital Expenditure Reported,-224819000.0,-228149000.0,-236698000.0,-214443000.0,
Operating Cash Flow,1291328000.0,1334866000.0,1544393000.0,1285700000.0,
Cash Flow From Continuing Operating Activities,1291328000.0,1334866000.0,1544393000.0,1285700000.0,
Change In Working Capital,-179626000.0,-143056000.0,64470000.0,-113120000.0,
Change In Other Current Liabilities,-162368000.0,-264465000.0,-19208000.0,-162614000.0,
Change In Other Current Assets,129935000.0,127182000.0,141114000.0,135473000.0,
Change In Payables And Accrued Expense,-17516000.0,-4402000.0,-66324000.0,25118000.0,
Change In Prepaid Assets,-73430000.0,-19480000.0,-35498000.0,-29746000.0,
Change In Receivables,-56247000.0,18109000.0,44386000.0,-81351000.0,
Other Non Cash Items,-21658000.0,300512000.0,11087000.0,55391000.0,
Stock Based Compensation,75734000.0,74374000.0,87919000.0,99909000.0,
Asset Impairment Charge,174085000.0,91279000.0,154947000.0,42807000.0,
Deferred Tax,104451000.0,-13087000.0,4629000.0,32901000.0,
Deferred Income Tax,104451000.0,-13087000.0,4629000.0,32901000.0,
Depreciation Amortization Depletion,292285000.0,269517000.0,716309000.0,707576000.0,
Depreciation And Amortization,292285000.0,269517000.0,716309000.0,707576000.0,
Depreciation,292285000.0,269517000.0,716309000.0,707576000.0,
Operating Gains Losses,-208399000.0,6650000.0,7617000.0,437000.0,
Net Income From Continuing Operations,1054456000.0,748677000.0,497415000.0,459799000.0,
