,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,1888000000.0,1662000000.0,1944000000.0,-727000000.0,1397000000.0
Repurchase Of Capital Stock,-1001000000.0,-650000000.0,-780000000.0,-1057000000.0,-1374000000.0
Repayment Of Debt,-25000000.0,-1673000000.0,-8890000000.0,-930000000.0,-1173000000.0
Issuance Of Debt,0.0,5234000000.0,6615000000.0,4372000000.0,0.0
Issuance Of Capital Stock,0.0,1000000.0,0.0,23000000.0,6000000.0
Capital Expenditure,-1181000000.0,-947000000.0,-695000000.0,-663000000.0,-810000000.0
Interest Paid Supplemental Data,282000000.0,380000000.0,246000000.0,344000000.0,313000000.0
Income Tax Paid Supplemental Data,276000000.0,11000000.0,34000000.0,85000000.0,119000000.0
End Cash Position,3673000000.0,2654000000.0,1674000000.0,3813000000.0,3211000000.0
Beginning Cash Position,2654000000.0,1674000000.0,3813000000.0,3211000000.0,4004000000.0
Changes In Cash,1019000000.0,980000000.0,-2139000000.0,602000000.0,-793000000.0
Financing Cash Flow,-1836000000.0,2127000000.0,-3804000000.0,1589000000.0,-3307000000.0
Cash Flow From Continuing Financing Activities,-1836000000.0,2127000000.0,-3804000000.0,1589000000.0,-3307000000.0
Net Other Financing Charges,-510000000.0,-509000000.0,-470000000.0,-534000000.0,-474000000.0
Cash Dividends Paid,-300000000.0,-276000000.0,-279000000.0,-285000000.0,-292000000.0
Common Stock Dividend Paid,-300000000.0,-276000000.0,-279000000.0,-285000000.0,-292000000.0
Net Common Stock Issuance,-1001000000.0,-649000000.0,-780000000.0,-1034000000.0,-1368000000.0
Common Stock Payments,-1001000000.0,-650000000.0,-780000000.0,-1057000000.0,-1374000000.0
Common Stock Issuance,0.0,1000000.0,0.0,23000000.0,6000000.0
Net Issuance Payments Of Debt,-25000000.0,3561000000.0,-2275000000.0,3442000000.0,-1173000000.0
Net Short Term Debt Issuance,0.0,-210000000.0,,,
Short Term Debt Payments,0.0,-210000000.0,,,
Short Term Debt Issuance,0.0,0.0,,,
Net Long Term Debt Issuance,-25000000.0,3771000000.0,-2485000000.0,3442000000.0,-1173000000.0
Long Term Debt Payments,-25000000.0,-1463000000.0,-4045000000.0,-930000000.0,-1173000000.0
Long Term Debt Issuance,0.0,5234000000.0,1560000000.0,4372000000.0,0.0
Investing Cash Flow,-214000000.0,-3756000000.0,-974000000.0,-923000000.0,307000000.0
Cash Flow From Continuing Investing Activities,-214000000.0,-3756000000.0,-974000000.0,-923000000.0,307000000.0
Net Other Investing Changes,1060000000.0,92000000.0,38000000.0,88000000.0,80000000.0
Net Investment Purchase And Sale,971000000.0,-250000000.0,111000000.0,-111000000.0,1612000000.0
Sale Of Investment,150000000.0,571000000.0,-21000000.0,21000000.0,1162000000.0
Purchase Of Investment,821000000.0,-821000000.0,132000000.0,-132000000.0,450000000.0
Net Business Purchase And Sale,-1064000000.0,-2651000000.0,-428000000.0,-237000000.0,-575000000.0
Purchase Of Business,-1064000000.0,-2591000000.0,-488000000.0,-237000000.0,-575000000.0
Net PPE Purchase And Sale,-1181000000.0,-947000000.0,-695000000.0,-663000000.0,-810000000.0
Purchase Of PPE,-1181000000.0,-947000000.0,-695000000.0,-663000000.0,-810000000.0
Operating Cash Flow,3069000000.0,2609000000.0,2639000000.0,-64000000.0,2207000000.0
Cash Flow From Continuing Operating Activities,3069000000.0,2609000000.0,2639000000.0,-64000000.0,2207000000.0
Dividend Received Cfo,398000000.0,302000000.0,328000000.0,227000000.0,333000000.0
Change In Working Capital,304000000.0,213000000.0,72000000.0,-1058000000.0,473000000.0
Change In Other Working Capital,431000000.0,-685000000.0,-1299000000.0,790000000.0,1099000000.0
Change In Inventory,-311000000.0,253000000.0,382000000.0,-920000000.0,318000000.0
Change In Receivables,184000000.0,645000000.0,989000000.0,-928000000.0,-944000000.0
Other Non Cash Items,-179000000.0,69000000.0,74000000.0,-113000000.0,-20000000.0
Deferred Tax,31000000.0,309000000.0,-30000000.0,-28000000.0,8000000.0
Deferred Income Tax,31000000.0,309000000.0,-30000000.0,-28000000.0,8000000.0
Depreciation Amortization Depletion,828000000.0,841000000.0,789000000.0,793000000.0,826000000.0
Depreciation And Amortization,828000000.0,841000000.0,789000000.0,793000000.0,826000000.0
Operating Gains Losses,-292000000.0,-1068000000.0,-204000000.0,-231000000.0,-198000000.0
Pension And Employee Benefit Expense,52000000.0,-103000000.0,52000000.0,15000000.0,41000000.0
Earnings Losses From Equity Investments,-204000000.0,-976000000.0,-212000000.0,-230000000.0,-252000000.0
Gain Loss On Investment Securities,29000000.0,9000000.0,-38000000.0,-16000000.0,24000000.0
Net Income From Continuing Operations,1979000000.0,1943000000.0,1610000000.0,346000000.0,785000000.0
