,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,255000000.0,150000000.0,54000000.0,-618000000.0,137000000.0,
Repurchase Of Capital Stock,-1000000.0,-1000000.0,-1000000.0,-62000000.0,-1000000.0,
Repayment Of Debt,-62000000.0,-44000000.0,-143000000.0,-6000000.0,-108000000.0,
Issuance Of Debt,-13000000.0,73000000.0,110000000.0,239000000.0,102000000.0,
Capital Expenditure,-650000000.0,-455000000.0,-422000000.0,-330000000.0,-260000000.0,
Interest Paid Supplemental Data,,,,95000000.0,,
End Cash Position,1161000000.0,1005000000.0,1135000000.0,1156000000.0,1170000000.0,
Beginning Cash Position,1005000000.0,1135000000.0,1156000000.0,1170000000.0,1159000000.0,
Effect Of Exchange Rate Changes,-50000000.0,7000000.0,50000000.0,18000000.0,-25000000.0,
Changes In Cash,206000000.0,-137000000.0,-71000000.0,-32000000.0,36000000.0,
Other Cash Adjustment Inside Changein Cash,,,,-2000000.0,,
Financing Cash Flow,-153000000.0,-302000000.0,-274000000.0,21000000.0,-187000000.0,
Cash Flow From Continuing Financing Activities,-153000000.0,-302000000.0,-274000000.0,21000000.0,-187000000.0,
Net Other Financing Charges,167000000.0,-85000000.0,4000000.0,94000000.0,-19000000.0,
Cash Dividends Paid,-244000000.0,-245000000.0,-244000000.0,-244000000.0,-161000000.0,
Common Stock Dividend Paid,-244000000.0,-245000000.0,-244000000.0,-244000000.0,-161000000.0,
Net Common Stock Issuance,-1000000.0,-1000000.0,-1000000.0,-62000000.0,-1000000.0,
Common Stock Payments,-1000000.0,-1000000.0,-1000000.0,-62000000.0,-1000000.0,
Net Issuance Payments Of Debt,-75000000.0,29000000.0,-33000000.0,233000000.0,-6000000.0,
Net Long Term Debt Issuance,-75000000.0,29000000.0,-33000000.0,233000000.0,-6000000.0,
Long Term Debt Payments,-62000000.0,-44000000.0,-143000000.0,-6000000.0,-108000000.0,
Long Term Debt Issuance,-13000000.0,73000000.0,110000000.0,239000000.0,102000000.0,
Investing Cash Flow,-546000000.0,-440000000.0,-275000000.0,237000000.0,-174000000.0,
Cash Flow From Continuing Investing Activities,-546000000.0,-440000000.0,-275000000.0,237000000.0,-174000000.0,
Net Other Investing Changes,-9000000.0,5000000.0,-5000000.0,69000000.0,0.0,
Net Business Purchase And Sale,3000000.0,-5000000.0,142000000.0,415000000.0,0.0,
Sale Of Business,3000000.0,-5000000.0,142000000.0,415000000.0,0.0,
Net PPE Purchase And Sale,-540000000.0,-1192000000.0,340000000.0,-247000000.0,-174000000.0,
Sale Of PPE,110000000.0,15000000.0,10000000.0,83000000.0,86000000.0,
Purchase Of PPE,-650000000.0,,,-330000000.0,-260000000.0,-212000000.0
Operating Cash Flow,905000000.0,605000000.0,476000000.0,-288000000.0,397000000.0,
Cash Flow From Continuing Operating Activities,905000000.0,605000000.0,476000000.0,-288000000.0,397000000.0,
Dividend Received Cfo,,,,,0.0,0.0
Change In Working Capital,33000000.0,-184000000.0,-61000000.0,-622000000.0,-226000000.0,
Change In Other Working Capital,67000000.0,24000000.0,-76000000.0,-72000000.0,17000000.0,
Change In Payables And Accrued Expense,-543000000.0,-163000000.0,48000000.0,-347000000.0,-381000000.0,
Change In Accrued Expense,25000000.0,-52000000.0,26000000.0,23000000.0,-8000000.0,
Change In Interest Payable,25000000.0,-52000000.0,26000000.0,23000000.0,-8000000.0,
Change In Payable,-568000000.0,-111000000.0,22000000.0,-370000000.0,-373000000.0,
Change In Account Payable,-568000000.0,-111000000.0,22000000.0,-370000000.0,-373000000.0,
Change In Inventory,211000000.0,-81000000.0,6000000.0,22000000.0,-37000000.0,
Change In Receivables,298000000.0,36000000.0,-39000000.0,-225000000.0,175000000.0,
Changes In Account Receivables,257000000.0,45000000.0,-33000000.0,-178000000.0,138000000.0,
Other Non Cash Items,135000000.0,358000000.0,51000000.0,-4000000.0,193000000.0,
Deferred Tax,-117000000.0,-643000000.0,-21000000.0,-74000000.0,133000000.0,
Deferred Income Tax,-117000000.0,-643000000.0,-21000000.0,-74000000.0,133000000.0,
Depreciation Amortization Depletion,698000000.0,1133000000.0,480000000.0,571000000.0,499000000.0,
Depreciation And Amortization,698000000.0,1133000000.0,480000000.0,571000000.0,499000000.0,
Operating Gains Losses,73000000.0,1043000000.0,-48000000.0,-54000000.0,-55000000.0,
Pension And Employee Benefit Expense,19000000.0,4000000.0,3000000.0,13000000.0,2000000.0,
Earnings Losses From Equity Investments,,,,,1000000.0,1000000.0
Gain Loss On Sale Of PPE,,,0.0,-67000000.0,,
Gain Loss On Sale Of Business,72000000.0,1024000000.0,,,,
Net Income From Continuing Operations,-2384000000.0,-1102000000.0,75000000.0,-105000000.0,-147000000.0,
