,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,-604000000.0,-246000000.0,930000000.0,2477000000.0,549000000.0,
Repurchase Of Capital Stock,-27000000.0,-21000000.0,-240000000.0,-349000000.0,-80000000.0,
Repayment Of Debt,-575000000.0,-2585000000.0,-597000000.0,-1014000000.0,-1346000000.0,
Issuance Of Debt,93000000.0,485000000.0,,,837000000.0,1584000000.0
Capital Expenditure,-1890000000.0,-1464000000.0,-1287000000.0,-1233000000.0,-1675000000.0,
End Cash Position,6081000000.0,6871000000.0,9531000000.0,9737000000.0,8946000000.0,
Beginning Cash Position,6871000000.0,9531000000.0,9737000000.0,8946000000.0,9028000000.0,
Changes In Cash,-790000000.0,-2660000000.0,-206000000.0,791000000.0,-82000000.0,
Financing Cash Flow,-509000000.0,-2136000000.0,-843000000.0,-1457000000.0,-591000000.0,
Cash Flow From Continuing Financing Activities,-510000000.0,-2136000000.0,-842000000.0,-1457000000.0,-591000000.0,
Net Other Financing Charges,0.0,-15000000.0,-6000000.0,-94000000.0,-2000000.0,
Net Common Stock Issuance,-27000000.0,-21000000.0,-240000000.0,-349000000.0,-80000000.0,
Common Stock Payments,-27000000.0,-21000000.0,-240000000.0,-349000000.0,-80000000.0,
Net Issuance Payments Of Debt,-482000000.0,-2100000000.0,-597000000.0,-1014000000.0,-509000000.0,
Net Long Term Debt Issuance,-482000000.0,-2100000000.0,-597000000.0,-1014000000.0,-509000000.0,
Long Term Debt Payments,-575000000.0,-2585000000.0,-597000000.0,-1014000000.0,-1346000000.0,
Long Term Debt Issuance,93000000.0,485000000.0,,,837000000.0,1584000000.0
Investing Cash Flow,-1565000000.0,-1743000000.0,-1580000000.0,-1462000000.0,-1715000000.0,
Cash Flow From Continuing Investing Activities,-1566000000.0,-1743000000.0,-1580000000.0,-1462000000.0,-1715000000.0,
Net Other Investing Changes,-31000000.0,6000000.0,-35000000.0,-35000000.0,214000000.0,
Net Investment Purchase And Sale,321000000.0,-300000000.0,-277000000.0,-223000000.0,-297000000.0,
Sale Of Investment,1630000000.0,1432000000.0,2199000000.0,2023000000.0,1455000000.0,
Purchase Of Investment,-1309000000.0,-1732000000.0,-2476000000.0,-2246000000.0,-1752000000.0,
Net PPE Purchase And Sale,35000000.0,15000000.0,19000000.0,29000000.0,43000000.0,
Sale Of PPE,35000000.0,15000000.0,19000000.0,29000000.0,43000000.0,
Capital Expenditure Reported,-1890000000.0,-1464000000.0,-1287000000.0,-1233000000.0,-1675000000.0,
Operating Cash Flow,1286000000.0,1218000000.0,2217000000.0,3710000000.0,2224000000.0,
